"X4EVERDROP","X1SEX","X1RACE","X1STAGE","X1CONTROL","X1SES","X1SES_U","X1SCHOOLENG","X1SCHOOLBEL","X1SCHOOLCLI","X1TXMTSCOR","X1LOCALE","X1REGION","S1M8GRADE","X1MTHID","X1MTHUTI","X1MTHEFF","X1MTHINT","X1SCIID","X1SCIUTI","X1SCIEFF","X1SCIINT","X2SCHOOLCLI","X2PROBLEM","X1PAREDEXPCT","X1STUEDEXPCT","X1PROBLEM","S1MSCORE","na_prop","STU_ID"
0,1,"Hispanic, race specified",14,"Catholic or other private",-0.2739,-0.2006,0.14,1.34,0.45,42.9683,"City","West","B",0,0.27,0.1,0.55,-1.57,0.1,-0.89,0.56,1.04,-1.64,6,10,0.225432470177959,3,0,"12484"
0,0,"Asian, non-Hispanic",15,"Public",0.515,0.3681,0.96,-0.29,-0.52,58.6022,"Suburb","South","A",1.19,-0.3,0.55,0.65,1.55,1.69,1.53,1.31,1.37,1.44,10,10,-0.189572536088338,5.6,0.0714285714285714,"12487"
0,1,"Hispanic, race specified",14,"Catholic or other private",1.2139,1.2328,-0.2,1.34,0.82,46.2397,"City","Midwest","A",0.03,0.9,0.51,-0.66,0.91,1.27,-1.33,0.16,0.81,-1.48,10,10,-2.10167907159224,5.6,0.107142857142857,"12488"
0,0,"Asian, non-Hispanic",14,"Public",0.9381,-0.4284,1.01,1.59,-2.35,51.1761,"City","Midwest","B",-0.57,1.31,0.1,1.25,0.91,1.69,1.53,2.03,-1.57,0.22,8,6,0.0430762776932074,4.2,0.607142857142857,"12489"
0,1,"Hispanic, race specified",15,"Public",-0.7477,-0.8608,0.31,-0.26,0.31,54.8572,"Suburb","Northeast","B",0.6,1.31,0.95,-0.56,0.27,-0.47,0.25,0.59,-1.36,1.15,8,8,0.832669800217844,3,0.0714285714285714,"12490"
0,1,"Asian, non-Hispanic",14,"Public",0.4949,0.5509,0.1,-0.39,0.4,53.188,"Rural","South","B",-0.57,-0.93,-1.02,-1.31,0.91,-0.47,0.25,0.16,-0.35,-1.02,6,8,-1.07943673528606,3.6,0.0357142857142857,"12495"
0,0,"White, non-Hispanic",14,"Public",0.5507,0.548,1.01,-1.98,0.37,66.6512,"Rural","South","A",1.76,-0.13,1.62,-0.66,2.15,1.27,1.83,0.99,0.22,0.59,6,10,-0.512408738098765,4,0.0714285714285714,"12497"
0,1,"White, non-Hispanic",14,"Public",1.1218,0.5604,0.23,-0.39,-0.99,46.1087,"City","Midwest","A",1.16,-1.33,0.1,0.96,-0.97,-2.11,-0.48,-2.59,0.77,0.26,6,10,0.635449536604727,4.8,0.571428571428571,"12498"
0,1,"White, non-Hispanic",15,"Public",-0.28,-0.1745,0.52,1.34,-0.88,42.3655,"Town","South","A",0.6,0.5,0.1,0.57,0.27,1.69,1.4,2.03,-1.22,0.24,8,2,0.0732023221016011,4,0.214285714285714,"12502"
0,0,"White, non-Hispanic",15,"Catholic or other private",0.5097,0.5639,1.39,0.84,1.15,55.2249,"City","South","B",0.03,-0.3,1.62,-0.96,-0.33,1.69,1.83,1.7,1.37,-2.05,6,6,-2.10167907159224,4.2,0,"12503"
0,0,"Hispanic, race specified",14,"Public",-0.7001,-0.6156,-0.09,-0.39,-0.72,38.7612,"Town","Midwest","C",-0.57,-0.3,-0.56,0.49,-0.33,0.1,0.25,0.16,-0.47,0.41,4,2,-0.326731455880967,2,0,"12504"
0,1,"White, non-Hispanic",15,"Public",-0.0639,-0.0392,0.1,0.1,0.32,72.3336,"Rural","Midwest","A",1.76,0.1,1.62,-0.41,0.27,-0.76,0.25,-0.21,0.71,-0.16,6,8,-0.249633879908826,5.6,0.0357142857142857,"12506"
0,0,"White, non-Hispanic",14,"Catholic or other private",1.155,1.0401,-0.23,1.26,-0.13,50.7995,"Suburb","Northeast","A",-0.57,-0.3,-0.17,0.56,1.52,1.69,1.83,2.03,1.56,-1.94,10,10,-1.67180999419758,5.6,0,"12511"
0,0,"Black/African-American, non-Hispanic",14,"Public",-1.43,-1.5592,-0.62,-1.43,-0.67,44.6388,"Rural","Midwest","A",0.6,-0.7,0.1,0.57,-1.57,0.1,-0.17,-1,-0.26,-0.1,8,6,0.769088415588478,4.8,0.142857142857143,"12512"
0,0,"More than one race, non-Hispanic",15,"Public",-0.3357,-0.3374,1.39,0.13,-2.66,37.8876,"City","West","C",-0.53,0.17,0.78,0.19,0.34,0.01,-0.46,-1.45,-2.33,-0.14,10,10,0.503071399496264,2.8,0.107142857142857,"12514"
0,1,"White, non-Hispanic",15,"Public",-0.7751,-0.6506,-1.07,0.52,-0.06,45.586,"City","South","B",0,-0.3,-0.37,0.19,-1.57,-1.88,-1.63,-2.26,0.8,-0.19,4,8,1.52179369499357,4.2,0.142857142857143,"12515"
0,1,"Asian, non-Hispanic",14,"Catholic or other private",0.8076,0.8396,-0.2,1.26,-0.03,71.0914,"City","South","A",1.76,1.31,1.62,0.56,0.31,0.1,1.12,0.86,1.65,-1.49,10,9,-1.67180999419758,5.6,0.0357142857142857,"12518"
0,0,"White, non-Hispanic",14,"Catholic or other private",0.2959,0.3118,-1,-0.64,0.99,43.3567,"Suburb","South","B",-1.73,-1.33,-2.92,-2.46,-0.33,-0.89,-1.33,-1.44,1.34,-1.75,6,6,-2.10167907159224,3.6,0.178571428571429,"12520"
0,1,"Hispanic, no race specified",14,"Catholic or other private",1.7152,1.7013,-0.2,1.26,0.64,50.1634,"City","West","A",0,-0.3,-0.17,0.86,0.91,-0.33,-0.05,0.54,1.03,-1.61,7,10,-1.342211593476,5.6,0.0714285714285714,"12522"
0,1,"White, non-Hispanic",15,"Public",-0.0199,-0.1019,-0.17,0.55,0.48,49.2362,"Suburb","West","A",0.03,-0.3,0.24,-0.16,0.91,0.66,-0.59,-1.07,1.04,-1.18,10,6,-1.07943673528606,5.6,0.0357142857142857,"12523"
0,1,"White, non-Hispanic",15,"Public",-0.2503,-0.2154,-0.69,-1.62,-1.71,60.0364,"Suburb","South","A",-1.73,-3.51,-0.83,-0.66,-1.57,-3.1,-2.91,-2.59,-0.6,2.57,2,8,1.84814993781287,5.6,0.142857142857143,"12525"
0,0,"White, non-Hispanic",14,"Catholic or other private",1.0292,0.9018,-0.75,0.52,0.83,61.8231,"Suburb","Northeast","A",1.19,0.34,-0.3,-0.18,0.31,-0.33,-0.46,-1.05,1.12,-1.94,8,8,-1.67180999419758,5.6,0,"12526"
0,1,"Asian, non-Hispanic",15,"Public",0.4082,0.4035,-0.2,1.59,0.19,51.665,"Rural","West","B",1.76,1.31,1.62,1.69,-0.33,0.1,0.25,0.21,0.08,0.16,6,8,0.247058740017478,3.6,0.178571428571429,"12527"
0,0,"White, non-Hispanic",15,"Public",-0.8552,-0.7212,1.01,0.21,-0.13,66.1216,"City","South","B",1.76,0.27,0.95,2.08,0.91,0.1,0.69,0.49,0.99,-0.6,10,8,-0.493825675085691,4.8,0,"12528"
0,0,"Asian, non-Hispanic",14,"Public",1.6587,1.792,1.39,-0.29,-1,78.9298,"Rural","Midwest","A",1.19,0.27,1.34,-0.13,-0.33,-0.89,-0.05,-1.05,0.45,-1.68,6,10,-2.10167907159224,7.6,0,"12532"
0,1,"White, non-Hispanic",14,"Public",0.1086,0.1385,-0.52,-0.39,0.56,55.6308,"Rural","South","B",-1.73,-0.93,-0.34,-2.46,-0.97,0.71,1.83,0.16,0.54,1.39,6,4,1.52531373580245,4.2,0.107142857142857,"12533"
0,0,"Hispanic, race specified",15,"Public",-0.5319,-0.5697,1.39,1.26,-0.51,50.8659,"Rural","South","B",-0.57,0.9,-0.44,0.86,0.27,1.27,-0.05,0.93,0.8,-1.28,8,6,-1.50930581268072,3.6,0.0357142857142857,"12535"
0,0,"White, non-Hispanic",14,"Catholic or other private",1.4186,1.4289,0.6,-0.04,1.27,51.619,"City","Midwest","B",0,-0.3,0.95,0.2,-0.94,0.1,-2.05,-0.61,1.91,-1.9,8,8,-1.342211593476,3.6,0,"12537"
0,1,"White, non-Hispanic",15,"Catholic or other private",1.8244,1.8287,-0.2,1.34,0.93,48.9029,"City","Midwest","B",-1.16,0.27,0.1,-0.66,-0.33,0.71,-0.46,0.16,1.34,-1.96,6,4,-2.10167907159224,3.6,0.0714285714285714,"12539"
0,1,"White, non-Hispanic",15,"Public",2.1516,2.1378,1.39,1.1,0.56,53.3103,"City","Midwest","A",-0.57,-1.33,1.62,-1.31,-1.57,1.69,1.83,-0.28,0.75,-1.75,2,2,-0.649567657891394,4.8,0.0714285714285714,"12541"
0,0,"Hispanic, race specified",14,"Public",-0.4679,-0.5472,-0.45,-0.95,-2.45,48.7658,"Suburb","West","C",-0.57,-1.9,-1.41,-0.96,0.91,-0.33,-0.48,0.94,-2.31,1.36,6,6,0.325703146851041,2.4,0.0357142857142857,"12545"
0,1,"Hispanic, race specified",16,"Public",-0.3394,-0.3667,-0.56,1.59,-0.24,52.5417,"Rural","South","B",0.6,1.31,-0.66,-0.18,0.27,1.13,1.53,-1.82,0.53,-0.15,6,4,0.402800722823181,3,0.25,"12547"
0,0,"White, non-Hispanic",15,"Public",-0.3558,-0.2643,0.1,-0.39,0.36,49.323,"City","South","B",0.6,-0.3,0.95,0.19,-0.33,-0.89,-1.2,-0.22,0.45,0.46,6,6,-1.08619893399721,3,0.0714285714285714,"12551"
0,0,"Black/African-American, non-Hispanic",14,"Public",0.0904,0.098,-0.6,0.21,-0.13,53.6151,"Rural","South","A",-0.53,-3.51,1.34,0.66,-0.94,-0.47,1.1,0.54,0.63,0.96,7,6,-0.104165930543621,4.8,0,"12552"
0,1,"Asian, non-Hispanic",15,"Public",-0.0893,-0.1749,1.39,1.59,-1.23,53.0008,"Suburb","South","A",0,1.31,0.1,0.85,1.52,1.69,1.1,2.03,-1.86,1.32,8,4,0.936182634793202,4,0.107142857142857,"12553"
0,0,"White, non-Hispanic",15,"Public",-0.2862,-0.3764,-1.63,0.88,-2.73,37.727,"Suburb","West","C",-1.73,-1.33,-0.97,-0.16,0.91,0.1,-0.48,0.49,-1.46,-0.09,2,2,-0.271260149748346,2.4,0.0714285714285714,"12557"
0,1,"White, non-Hispanic",15,"Catholic or other private",-0.0137,0.0487,0.96,-0.39,0.19,45.6817,"City","South","B",0.6,0.9,-0.3,-0.3,0.27,0.71,0.25,0.16,1.28,0.08,8,5,-1.18646961067029,4.2,0.0714285714285714,"12558"
0,0,"More than one race, non-Hispanic",14,"Public",0.0416,-0.0757,-1.94,-1.74,-0.41,46.1355,"Suburb","South","C",-1.73,-1.74,-0.17,-0.18,-1.57,-2.49,-1.2,-0.66,0.58,-0.1,8,6,1.03186327377842,2.4,0.285714285714286,"12559"
0,0,"Asian, non-Hispanic",14,"Public",1.0128,0.8716,-0.17,1.59,-1.18,63.0205,"Suburb","Midwest","A",1.76,-0.7,1.21,1.69,0.91,-2.54,1.83,-2.26,-0.26,-0.6,6,8,-1.342211593476,5.6,0.0357142857142857,"12560"
0,0,"Black/African-American, non-Hispanic",14,"Public",-1.3682,-1.5126,0.54,-1.09,-0.59,40.3774,"Suburb","Northeast","B",0.03,-2.37,0.1,0.01,-0.97,-0.33,-0.16,-0.62,-0.45,1.45,10,9,1.95166277238823,3,0.0714285714285714,"12564"
0,1,"Hispanic, race specified",14,"Public",-0.0782,-0.0471,0.1,0.45,0.25,47.0285,"Rural","South","C",-1.73,-0.13,-0.34,-0.54,0.27,1.69,0.25,0.54,0.68,-0.21,6,2,-0.0224783168836135,2.4,0.0357142857142857,"12565"
0,1,"White, non-Hispanic",14,"Public",-0.0105,-0.1087,1.01,-0.35,-0.76,57.8835,"Suburb","South","A",1.19,-0.3,0.1,1.04,2.15,-0.33,1.83,1,0.41,-0.63,8,10,-0.512408738098765,6.4,0.214285714285714,"12566"
0,1,"White, non-Hispanic",15,"Public",1.977,2.1146,0.16,-0.06,-2.04,62.1497,"Rural","Northeast","B",1.16,0.27,1.62,1.35,0.91,0.28,0.68,0.54,-0.34,-0.54,10,10,0.66557558101312,4.8,0.0357142857142857,"12567"
0,1,"White, non-Hispanic",14,"Public",0.6587,0.722,-0.2,1,-0.98,49.0385,"Rural","West","A",0.6,-0.3,1.62,0.86,0.91,0.1,1,1.38,-0.2,0.4,6,10,-0.157465075652957,4.8,0.0357142857142857,"12569"
0,1,"Black/African-American, non-Hispanic",15,"Public",-1.0868,-0.4388,0.52,-0.04,-0.83,48.3553,"Suburb","Midwest","A",0.06,-0.3,0.1,0.66,0.27,0.1,0.25,-0.23,-0.37,0.76,4,2,-0.00389525387053913,4.8,0.571428571428571,"12572"
0,1,"Asian, non-Hispanic",14,"Public",-0.2903,-0.3899,-0.2,0.1,-1.46,59.0865,"Suburb","West","B",0.6,0.9,0.77,-0.18,0.91,0.23,-0.05,1.31,-0.71,1.43,8,2,0.932940476890927,4.2,0,"12574"
0,0,"Black/African-American, non-Hispanic",16,"Public",-1.4492,-1.541,1.01,-0.04,-1.23,49.4983,"Suburb","South","A",0.6,0.9,0.27,0.17,-1.57,-0.89,-1.33,-0.28,-0.15,0.47,2,2,0.347329416690561,4,0.357142857142857,"12575"
0,1,"White, non-Hispanic",14,"Catholic or other private",1.7325,1.5989,1.09,1.59,1.59,60.2578,"Suburb","Northeast","Class was not graded",0,1.31,1.62,0.86,1.52,1.27,1.83,0.99,1.55,-1.75,8,8,-1.67180999419758,0,0.0357142857142857,"12578"
0,1,"White, non-Hispanic",14,"Public",1.7214,2.016,-0.62,1.34,0.09,66.1371,"Town","South","A",0.6,-0.3,1.62,-0.18,0.91,0.28,0.25,0.87,0.2,-1.94,8,6,-1.07943673528606,5.6,0.0357142857142857,"12579"
0,0,"White, non-Hispanic",14,"Catholic or other private",1.1045,-0.2046,-0.28,-0.88,0.53,32.4084,"City","South","C",-1.73,-0.3,-2.07,-0.57,-1.57,-0.76,-2.91,0.11,1.33,-2.09,4,1,-1.50930581268072,2,0.678571428571429,"12581"
0,0,"Hispanic, no race specified",14,"Catholic or other private",-1.5209,-1.0651,0.29,-1.43,1.76,31.0408,"City","Northeast","C",-1.73,0.27,-0.58,-0.6,-0.97,-0.33,-0.46,-0.72,1.77,-0.99,6,2,-1.40903513600764,2,0.607142857142857,"12583"
0,1,"Asian, non-Hispanic",14,"Catholic or other private",1.7187,1.5569,0.52,0.45,1.09,69.3994,"Suburb","Midwest","A",-0.57,-0.3,0.1,-0.29,0.91,-0.33,1,0.09,0.29,-1.76,6,10,-2.10167907159224,5.6,0,"12587"
0,1,"White, non-Hispanic",15,"Catholic or other private",1.9387,1.9344,0.96,1.59,1.16,58.5548,"City","South","A",1.19,0.34,1.21,1.22,2.15,1.27,1.83,2.03,1.69,-1.22,10,10,-1.67180999419758,4.8,0,"12588"
0,1,"More than one race, non-Hispanic",14,"Public",-1.3277,-1.2829,-0.88,-0.04,-1.54,52.6817,"Town","South","A",0.6,-0.3,0.1,0.19,-0.33,0.1,-0.48,-1.07,-0.59,0.52,8,8,-0.427002132554049,4,0.107142857142857,"12590"
0,1,"More than one race, non-Hispanic",15,"Catholic or other private",1.179,1.0528,1.09,1.34,0.1,62.3183,"Suburb","West","B",0.03,-3.51,-1.41,-0.18,0.91,0.1,1.41,1.38,0.14,-0.14,6,8,-1.18646961067029,4.2,0.0714285714285714,"12592"
0,0,"White, non-Hispanic",14,"Public",1.7779,1.9296,-0.2,0.45,0.14,59.7256,"Rural","South","B",-0.57,-1.33,0.1,-0.16,0.31,-0.89,-0.46,-0.28,1.64,-1.21,10,10,-1.24194091680291,3,0.142857142857143,"12593"
0,0,"White, non-Hispanic",14,"Public",-0.1505,-0.2407,0.1,1.1,-0.27,45.6094,"Suburb","South","B",0.03,0.67,0.49,0.49,0.91,1.13,1.83,1.7,-0.21,0.73,6,4,2.11416695390509,3,0.107142857142857,"12600"
0,1,"Hispanic, race specified",14,"Public",-1.1259,-1.2284,-0.2,-0.39,-0.62,55.213,"Rural","South","B",0,-0.3,-0.56,0.86,0.27,0.1,-0.48,0.16,-0.63,0.72,10,8,-2.10167907159224,3,0.0714285714285714,"12601"
0,0,"White, non-Hispanic",14,"Catholic or other private",0.6306,0.8012,-0.17,0.52,0.36,65.6297,"Town","West","A",0.6,0.27,0.1,0.49,1.52,1.27,0.25,2.03,1.71,-0.95,8,10,-0.512408738098765,5.6,0,"12604"
0,0,"Hispanic, race specified",14,"Catholic or other private",0.2732,0.3585,-0.2,-0.34,1.29,54.5393,"City","West","B",0.6,-0.3,0.1,0.85,0.91,0.1,0.25,1.31,0.8,-2.14,10,10,-1.342211593476,3.6,0.0714285714285714,"12605"
0,0,"White, non-Hispanic",14,"Public",-0.1484,-0.037,0.71,1.1,-0.35,72.4633,"Town","Midwest","A",1.76,1.31,1.62,0.85,1.52,1.27,1.83,1.31,0.28,0.04,8,10,0.247058740017478,5.6,0,"12606"
0,0,"White, non-Hispanic",16,"Public",-0.2739,-0.2949,-0.58,-0.39,-0.62,34.0804,"Rural","Midwest","C",-1.73,-1.33,-1,0.55,-1.57,-1.5,-1.33,-1.4,-0.23,0.55,2,2,1.6288265703778,2,0.214285714285714,"12607"
0,0,"Hispanic, race specified",15,"Catholic or other private",0.6673,0.7075,-0.5,-0.59,0.45,46.3542,"City","West","C",-1.73,0.04,-1.41,-1.86,-1.57,0.15,-1.63,-1.14,1.04,-1.64,10,6,0.225432470177959,2,0,"12608"
0,1,"White, non-Hispanic",14,"Public",0.6797,0.7382,-0.58,-0.39,-1.05,44.7856,"Rural","South","B",-0.57,-0.7,-0.17,-0.34,-0.33,-0.33,-0.05,0.16,-3.24,-0.23,6,2,-1.34897379218715,3,0.0357142857142857,"12611"
0,1,"Asian, non-Hispanic",15,"Catholic or other private",1.5552,1.555,1.39,1,0.72,59.917,"City","South","B",-0.57,1.31,0.1,1.02,-0.33,0.1,0.25,0.56,1.04,-1.49,10,10,-2.10167907159224,4.2,0,"12612"
0,0,"White, non-Hispanic",15,"Catholic or other private",0.5273,0.4232,1.01,-2.05,1.08,49.7524,"Suburb","South","B",-1.73,-3.1,-0.97,-0.78,0.91,-1.45,-1.22,-2.26,1.79,0.08,8,8,-1.07943673528606,4.2,0.0357142857142857,"12613"
0,0,"Asian, non-Hispanic",14,"Public",1.5048,1.5048,1.09,1.34,0.79,73.4164,"City","South","A",0.03,0.9,0.1,0.93,2.15,1.27,1.83,2.03,0.7,-1.42,10,10,-1.07943673528606,7.6,0.142857142857143,"12614"
0,1,"Black/African-American, non-Hispanic",14,"Public",-0.8702,-0.972,1.09,0.55,-0.89,52.0366,"Suburb","Midwest","A",0.6,0.27,1.62,0.85,0.27,-0.89,1.83,0.86,0.92,1.11,10,10,0.832669800217844,4,0,"12615"
0,1,"Hispanic, race specified",14,"Public",0.0478,0.0599,0.71,1.59,0.4,64.6592,"City","South","B",0.6,-0.3,0.49,0.49,1.52,1.69,1.12,0.86,0.82,-1.67,10,10,-0.749838334564476,3,0.107142857142857,"12617"
0,0,"Black/African-American, non-Hispanic",14,"Public",-0.1779,-0.221,0.12,1.59,-0.19,46.4731,"Rural","South","A",0.03,1.31,-0.17,0.39,1.52,0.1,-0.05,0.15,0.68,0.58,8,6,-1.02613759017672,5.6,0.142857142857143,"12618"
0,1,"White, non-Hispanic",14,"Catholic or other private",-0.43,-0.3274,-0.62,0.1,1.31,51.8001,"City","South","B",0.6,-1.33,-0.69,-0.18,-0.33,-0.89,-0.17,-0.23,1.42,-1.06,5,8,-0.73497426343611,4.2,0.0714285714285714,"12622"
0,1,"White, non-Hispanic",14,"Catholic or other private",0.9957,1.009,-1.49,1.59,0.17,63.1285,"Suburb","Midwest","A",1.76,0.9,1.62,1.72,0.91,-0.33,-0.17,0.16,0.96,-0.81,8,10,-1.342211593476,5.6,0.0714285714285714,"12623"
0,1,"White, non-Hispanic",14,"Catholic or other private",0.5702,0.5886,-0.88,-0.39,0.39,54.2975,"City","West","B",0.03,-0.3,-0.17,-0.66,-0.33,-0.89,-1.33,-1.38,0.42,-0.76,6,8,-0.649567657891394,4.2,0,"12625"
0,0,"More than one race, non-Hispanic",15,"Public",0.9247,0.9729,0.71,-0.39,-1.48,50.3454,"City","West","A",0.6,0.9,0.1,-0.36,1.52,-0.47,0.25,2.03,-0.46,1.18,10,10,1.15550600222827,4.8,0.0357142857142857,"12629"
0,1,"Black/African-American, non-Hispanic",15,"Public",0.6914,0.7121,-0.07,-0.04,-2.04,54.0483,"Rural","Northeast","Below D",0,1.31,0.1,0.12,0.27,0.1,1.53,0.54,-0.34,-0.54,6,6,0.66557558101312,0,0,"12631"
0,1,"White, non-Hispanic",14,"Public",0.193,0.2602,1.39,1,0.48,60.2508,"City","Northeast","A",0.03,-0.93,0.1,0.49,0.91,1.69,0.25,1.7,0.13,-0.55,6,6,0.0799645208127539,4,0,"12632"
0,0,"Black/African-American, non-Hispanic",14,"Public",-0.4256,-0.4522,0.41,-0.04,-0.52,40.1867,"City","Midwest","D",0,-0.3,1.34,0.12,-0.33,0.66,-0.05,-0.17,0.46,-1.04,6,10,-0.433764331265202,1.2,0.178571428571429,"12633"
0,1,"Hispanic, race specified",14,"Public",-0.7751,-0.8573,-0.64,-0.29,-0.11,39.3016,"Rural","West","B",0,-1.33,-0.29,-0.1,-1.57,-0.28,-0.48,-0.54,1.14,-0.17,6,8,1.05523532555519,3,0.0357142857142857,"12634"
0,1,"White, non-Hispanic",15,"Public",0.9456,0.9607,1.39,-0.73,-1.8,64.1996,"Rural","South","A",1.76,-2.37,0.1,0.56,-1.57,0.1,1.83,-1.38,0.57,0.33,10,8,0.832669800217844,5.6,0.107142857142857,"12636"
0,1,"White, non-Hispanic",14,"Public",-0.8786,-0.7452,1.01,1.26,0.1,58.9204,"Town","South","B",-0.57,-1.33,-0.56,0.19,-0.33,-1.45,-0.48,-0.62,0.67,-0.92,6,2,-0.104165930543621,3,0,"12637"
0,0,"Hispanic, race specified",15,"Public",1.4564,1.4711,0.52,-1.28,0.5,47.844,"City","South","B",0.06,-0.7,-1.41,-0.54,0.91,1.69,0.25,0.49,0.55,-1.14,6,8,-1.67180999419758,4.2,0.0714285714285714,"12640"
0,1,"White, non-Hispanic",15,"Public",-0.1434,-0.1541,-0.2,-0.64,-0.99,52.8132,"City","Midwest","B",0.6,0.9,0.55,0.56,-0.33,0.71,-0.05,-1.05,0.77,0.26,6,10,0.635449536604727,4.2,0.142857142857143,"12641"
0,0,"Hispanic, race specified",14,"Public",-0.5919,-0.6061,-0.12,-0.04,-1.04,40.1469,"Suburb","Northeast","A",1.76,-0.7,1.62,0.57,-0.33,-1.5,0.69,-0.67,1.76,-1.94,10,10,-0.433764331265202,4,0.0357142857142857,"12645"
0,1,"White, non-Hispanic",14,"Public",-0.5445,-0.5416,-0.2,-0.64,-0.09,33.7048,"Town","Northeast","B",-1.73,-1.96,0.1,-1.81,-1.57,-1.45,0.24,-1.42,1.26,-0.38,6,10,0.509833598207417,3,0.0357142857142857,"12646"
0,0,"White, non-Hispanic",15,"Public",1.4423,1.4484,-1.02,0.21,-1.24,50.3651,"City","Midwest","A",-1.16,-1.33,0.1,1.22,-0.97,-0.33,0.25,1.25,-1.1,1.52,10,10,1.74787926113979,5.6,0,"12647"
0,0,"More than one race, non-Hispanic",15,"Public",0.2772,0.4928,1.09,-1.42,0.48,45.375,"Town","Midwest","B",-0.57,1.31,0.51,-0.23,-0.33,1.27,-0.59,0.99,0.66,1.68,5,4,-0.756600533275629,3,0.107142857142857,"12657"
0,1,"White, non-Hispanic",14,"Public",-0.4813,-0.5756,-0.2,-0.75,-1.25,46.6261,"Suburb","Midwest","B",0.03,-0.7,-0.61,-1.31,0.91,-0.94,0.25,0.16,0.05,-0.43,6,2,0.503071399496264,3.6,0.0357142857142857,"12665"
0,0,"White, non-Hispanic",14,"Public",-1.43,0.2399,0.9,0.98,-2.33,42.0447,"City","Midwest","A",0,-2.3,0.1,0.93,-0.33,0.1,0.25,-1.5,-0.88,0.99,2,2,1.59213727833409,4.8,0.642857142857143,"12666"
0,0,"Black/African-American, non-Hispanic",15,"Public",-0.082,-0.016,0.1,-0.39,-0.46,48.791,"City","South","C",0,0.34,0.1,0.19,-0.33,-0.33,-0.59,-0.17,-2.24,1.24,8,4,0.528416661220491,2,0.0714285714285714,"12669"
0,1,"Asian, non-Hispanic",14,"Public",-1.5072,-1.6273,-0.15,-0.29,-0.3,35.8901,"Rural","South","C",-1.13,1.31,-2.53,-1.13,-0.94,-0.33,-1.45,0.16,-0.05,-0.56,6,2,-0.493825675085691,2,0.392857142857143,"12671"
0,1,"Asian, non-Hispanic",14,"Public",1.4842,1.5998,0.1,1.09,-1.73,70.4147,"Rural","Northeast","A",0.6,-0.7,0.1,0.1,-0.33,-1.5,0.25,-1.05,-1.43,0.03,8,6,-0.433764331265202,6.4,0.0714285714285714,"12673"
0,1,"White, non-Hispanic",13,"Public",0.9104,0.7873,-0.58,-0.84,-1.08,77.5761,"Suburb","South","A",0.6,-0.13,0.95,0.86,0.27,0.15,0.68,0.56,-1.43,-1.16,8,8,0.528416661220491,6.4,0.0714285714285714,"12674"
0,1,"Hispanic, race specified",14,"Public",0.2837,0.4871,-0.45,-0.73,-0.3,46.464,"Town","South","C",-0.57,0.9,-1.41,-1.49,0.91,0.23,0.38,-1.05,-0.6,1.64,10,6,0.509833598207417,2,0.25,"12678"
0,0,"Asian, non-Hispanic",15,"Catholic or other private",0.8388,0.8146,-0.5,1.23,1.8,51.7587,"Rural","South","B",-1.73,-0.7,-0.17,-0.56,-0.36,0.28,0.25,0.16,2.07,-1.68,8,8,-2.10167907159224,4.2,0.142857142857143,"12681"
0,1,"White, non-Hispanic",14,"Catholic or other private",-0.1262,-0.1262,-1.14,0.45,0.84,56.8436,"Rural","South","A",-0.57,1.31,-0.56,-0.71,2.15,1.13,1.41,1.7,1.83,-0.98,3,6,-0.756600533275629,4,0.142857142857143,"12686"
0,0,"Asian, non-Hispanic",15,"Public",0.1756,-0.1975,0.71,-0.98,0.48,40.0905,"City","South","B",-0.57,-1.33,-0.58,1.04,-1.57,0.1,-1.33,0.16,2.22,-1.44,8,4,0.0799645208127539,3.6,0.714285714285714,"12687"
0,0,"Hispanic, no race specified",14,"Public",-0.2162,-0.3001,1.39,-0.04,-0.06,53.1139,"Suburb","South","A",-1.73,-0.93,-0.17,-0.16,0.91,1.69,0.25,-0.23,-1.02,0.35,6,8,-0.912342516081333,4,0.107142857142857,"12690"
0,0,"White, non-Hispanic",14,"Public",-0.2293,-0.246,0.18,0.3,-0.01,54.6119,"Rural","South","B",0,-0.3,0.1,-0.16,0.27,0.1,0.25,0.16,1.52,-0.57,6,10,0.569894942027905,4.2,0,"12691"
0,0,"White, non-Hispanic",14,"Catholic or other private",1.3945,1.2621,0.71,1.59,1.59,53.1613,"Suburb","Northeast","Class was not graded",-1.73,-3.51,-1.63,-0.68,-0.33,-1.08,-0.78,-1.38,1.55,-1.75,8,10,-1.67180999419758,0,0.0357142857142857,"12694"
0,1,"Hispanic, race specified",14,"Public",-0.0289,-0.1475,1.39,0.68,-1.1,48.0413,"Suburb","South","B",-1.73,-0.3,0.1,-1.01,0.31,0.1,0.25,-0.28,-0.18,0.02,4,2,0.772608456397355,3,0.107142857142857,"12696"
0,0,"White, non-Hispanic",14,"Catholic or other private",-0.1427,-0.0458,1.39,-0.04,0.66,47.0588,"Town","Northeast","B",-0.57,-0.3,0.1,0.19,-0.33,-0.33,0.25,0.16,0.88,-1.94,2,6,-1.07943673528606,3.6,0.0357142857142857,"12697"
0,0,"Asian, non-Hispanic",15,"Public",1.3936,1.5297,0.31,1.34,0.17,64.3244,"Rural","South","A",1.19,-0.13,1.62,-0.66,0.91,0.23,1.09,-0.23,0.71,-0.21,10,10,-0.493825675085691,4,0.178571428571429,"12698"
