X4EVERDROP,X1SEX,X1RACE,X1STAGE,X1CONTROL,X1SES_U,X1SCHOOLENG,X1SCHOOLBEL,X1SCHOOLCLI,X1TXMTSCOR,X1REGION,X1MTHID,X1MTHUTI,X1MTHEFF,X1MTHINT,X1SCIID,X1SCIUTI,X1SCIEFF,X1SCIINT,X1PAREDEXPCT,X1STUEDEXPCT,X1PROBLEM,S1MSCORE,y_pred_prob,y_pred
0,1,"White, non-Hispanic",14,Public,0.7086,-0.01,0.3,-1.43,78.6523,West,1.76,0.9,1.62,1.23,0.91,0.28,1.42,0.16,8,8,0.988411783023547,6.4,0.06326674846589846,0
0,0,"White, non-Hispanic",14,Public,-0.1479,1.01,0.55,-0.57,50.2964,South,0.0,-1.27,1.62,0.17,-0.33,-0.33,0.25,0.16,8,6,0.772608456397355,4.2,0.2410896774477226,0
0,1,"Hispanic, no race specified",15,Public,-0.3455,-0.05,-0.73,-1.04,46.4843,Northeast,0.03,-0.7,-1.1,0.85,-0.94,0.66,0.25,0.16,2,2,0.140025864633243,1.2,0.6386967210914561,1
0,1,"White, non-Hispanic",14,Public,-0.6044,1.01,1.59,0.24,39.4058,South,0.0,-0.13,1.34,1.34,-0.97,-0.47,0.25,0.16,8,10,-0.249633879908826,2.0,0.35015338643064636,0
1,0,"Hispanic, race specified",16,Public,-1.0222,-0.09,0.1,-0.13,47.4855,South,-1.73,0.9,-1.27,-1.31,-0.36,-0.89,1.83,0.16,10,6,-1.67180999419758,3.6,0.2608688746912826,0
0,0,"White, non-Hispanic",14,Public,0.5432,1.01,1.1,0.61,59.5915,South,1.19,1.31,1.21,1.04,0.91,0.71,1.53,1.38,8,8,0.140025864633243,4.8,0.12130127514284757,0
0,1,"White, non-Hispanic",14,Public,1.4229,1.39,0.21,-0.44,62.3202,West,0.6,0.9,-0.17,0.12,0.91,1.69,0.25,0.61,8,8,-0.493825675085691,4.2,0.06516799833486746,0
0,0,"White, non-Hispanic",15,Catholic or other private,1.4767,-1.81,0.21,0.56,55.9041,Midwest,-0.57,-0.3,-0.17,0.19,-0.33,0.1,0.25,0.16,6,6,-1.342211593476,4.8,0.22237492465152467,0
0,1,"Hispanic, race specified",15,Public,0.0468,-1.79,0.57,0.45,29.8334,South,1.76,1.31,1.62,-0.68,-1.57,-0.33,-1.02,0.94,8,2,-0.433764331265202,2.0,0.6807883946446873,1
0,0,"White, non-Hispanic",15,Public,-1.0287,1.01,1.26,0.58,69.6967,Northeast,1.19,0.27,0.9,-0.36,0.94,0.66,-0.59,-1.0,8,8,-1.01937539146557,5.6,0.040251887083186576,0
0,0,"White, non-Hispanic",14,Public,0.194,1.01,-0.64,0.48,49.2036,West,0.0,-0.3,-0.17,-0.48,-0.33,0.1,-1.02,-0.67,8,10,-0.0038952538705391,4.8,0.12542134523338103,0
0,0,"White, non-Hispanic",14,Catholic or other private,0.0871,-1.43,0.16,1.48,76.1379,Midwest,1.76,0.34,1.34,0.93,-0.94,-0.89,0.25,-0.23,6,6,-2.10167907159224,5.6,0.1622147328490769,0
0,1,"Hispanic, race specified",15,Public,-1.1943,0.71,1.26,-0.41,46.8495,Northeast,0.03,1.31,-0.56,0.96,-1.57,-0.52,-0.48,-1.44,2,2,1.19895749298314,2.4,0.5185983939218073,1
1,1,"White, non-Hispanic",15,Public,-0.7508,0.14,-0.29,0.02,42.2336,West,0.0,-0.3,-0.56,-1.41,-0.97,0.1,-0.49,0.93,2,10,-0.427002132554049,2.0,0.6294883485905698,1
0,0,"More than one race, non-Hispanic",14,Public,-0.1367,-0.49,-1.08,-0.15,44.4007,South,0.6,0.27,0.1,1.35,0.31,0.1,-1.33,-0.56,6,8,-0.512408738098765,3.6,0.4763811611229825,0
1,0,"Hispanic, no race specified",14,Public,-1.1942,-0.96,-4.35,-2.33,30.2461,Northeast,-0.57,-2.3,-2.92,-0.74,-1.57,-1.5,-2.91,-1.42,2,2,1.19895749298314,2.8,0.8784683513931923,1
0,1,"Black/African-American, non-Hispanic",16,Public,0.8364,-1.3,-1.11,-0.34,32.6604,West,-1.73,-1.61,-1.41,-0.09,0.27,1.69,0.25,0.61,2,4,-0.16422727436411,4.0,0.5847540143031065,1
0,1,"Hispanic, race specified",15,Public,-1.5271,-1.13,-0.27,-2.28,26.325,South,0.6,1.31,0.95,2.08,-0.33,0.1,0.25,0.6,2,6,1.42504305912936,2.4,0.949610637906299,1
0,0,"Black/African-American, non-Hispanic",14,Catholic or other private,-0.0128,1.39,1.26,1.16,49.3702,Northeast,0.6,-0.3,0.1,0.55,0.27,-1.08,1.53,1.38,10,8,-1.77208067087066,4.0,0.02561596012112378,0
0,0,"White, non-Hispanic",14,Public,0.2369,1.39,1.59,-0.7,45.067,West,-0.57,-0.3,0.1,0.86,-1.57,-1.5,1.83,-2.59,6,8,1.58537507962293,4.2,0.16949330316274466,0
0,0,"White, non-Hispanic",14,Public,-0.5459,1.01,-0.39,-1.0,51.7291,South,-0.57,-0.7,-0.17,-0.16,0.91,0.1,0.25,0.16,8,8,-0.427002132554049,4.2,0.25650258061655734,0
0,0,"White, non-Hispanic",15,Catholic or other private,0.9388,0.23,1.04,1.3,56.0792,West,0.6,0.27,0.1,1.32,1.52,0.1,0.25,2.03,8,10,-1.77208067087066,5.6,0.028668665514557115,0
0,1,"White, non-Hispanic",14,Catholic or other private,0.3381,0.63,1.34,0.84,27.8392,Midwest,0.6,0.9,0.1,1.6,-1.57,0.1,0.25,0.93,6,4,-0.572470081919254,1.0,0.7143911790813107,1
0,0,"White, non-Hispanic",14,Public,-0.6212,0.71,0.52,0.61,52.6331,South,-0.53,1.31,-0.17,-0.66,0.91,1.69,0.25,0.09,5,8,-0.249633879908826,4.8,0.28799620454601904,0
0,1,"Hispanic, race specified",14,Public,0.3864,0.04,1.1,-1.48,53.5228,West,0.6,0.9,1.62,0.49,0.27,0.28,1.83,1.32,4,10,0.421383785836256,2.0,0.4027722532296491,0
0,1,"More than one race, non-Hispanic",15,Public,0.2654,-0.2,-0.04,-0.14,55.1406,South,0.03,0.9,-0.3,-0.16,0.31,1.69,-0.16,0.49,8,8,0.240296541306325,3.6,0.27865852452600054,0
0,1,"Asian, non-Hispanic",14,Public,-0.3001,-2.1,-0.84,1.1,41.829,Northeast,0.6,-0.13,-0.17,-1.51,-1.57,-0.47,-2.91,-1.47,10,2,0.832669800217844,4.8,0.2229765487755083,0
0,1,"Asian, non-Hispanic",15,Public,-0.2085,-1.92,-0.39,-1.17,53.3027,South,0.0,-0.3,-0.69,0.19,0.27,0.1,0.25,0.5,6,4,-0.189572536088338,3.6,0.5407448888183658,1
0,1,"Hispanic, race specified",14,Public,1.3428,-1.68,0.16,-0.3,46.2031,Midwest,-1.73,-2.37,-1.02,-0.46,0.91,-0.89,-0.59,-0.23,8,6,0.247058740017478,2.8,0.5042011098290773,1
0,0,"White, non-Hispanic",14,Catholic or other private,0.876,0.29,1.59,0.56,67.6343,Northeast,0.6,-0.3,0.1,0.49,-0.33,0.1,1.1,0.54,10,8,-1.67180999419758,5.6,0.007434176528481081,0
1,1,"White, non-Hispanic",14,Public,-0.4291,-0.73,-0.39,-2.33,46.9119,Midwest,1.16,-0.3,1.62,1.3,0.27,0.71,1.41,1.7,6,4,1.59213727833409,2.4,0.9163152819574251,1
0,1,"White, non-Hispanic",15,Public,0.5485,0.23,-0.29,-0.24,49.837,South,0.03,-0.3,-0.17,-0.96,0.91,-0.33,-1.33,-0.67,6,8,0.402800722823181,3.0,0.3318339064614682,0
0,0,"White, non-Hispanic",14,Public,-0.1201,1.39,0.55,-1.0,57.6486,South,0.6,1.31,0.1,1.35,-0.33,-0.89,-1.33,-1.05,6,8,0.347329416690561,4.8,0.18836570906252725,0
0,0,"White, non-Hispanic",14,Catholic or other private,0.1426,1.39,0.21,0.83,45.565,Northeast,0.6,0.27,-0.17,0.87,0.91,-1.03,0.25,0.54,4,6,-1.51606801139187,5.6,0.05797817923550293,0
0,1,"Hispanic, race specified",14,Public,-0.4945,1.39,-0.39,-0.69,37.8002,Northeast,0.6,-1.5,0.1,-0.74,-0.33,-1.93,0.25,-0.34,8,2,-1.01937539146557,4.0,0.1809916417987864,0
0,1,"More than one race, non-Hispanic",14,Public,-0.0617,0.1,-0.37,-0.78,34.7065,Midwest,0.03,-0.3,0.1,-1.01,0.91,-0.33,0.25,-0.23,6,2,0.832669800217844,3.6,0.8258531729634623,1
0,0,"White, non-Hispanic",14,Public,1.0914,-0.2,0.42,-0.72,65.31,Midwest,0.6,-0.7,0.49,1.69,0.91,-0.76,1.83,1.7,6,8,-0.326731455880967,5.6,0.26733381682407387,0
1,1,"More than one race, non-Hispanic",14,Public,-0.7833,0.03,1.59,-2.04,54.5854,Midwest,-1.73,1.31,0.49,0.51,0.88,1.69,0.81,2.03,10,10,0.0799645208127539,2.4,0.5750988072952183,1
0,1,"Black/African-American, non-Hispanic",14,Public,1.2764,-0.58,-1.2,0.07,53.9085,Midwest,0.6,-0.3,0.95,-0.56,-0.33,0.15,-0.05,0.66,10,10,1.07381838856826,3.0,0.4657336107648319,0
1,0,"Hispanic, race specified",14,Public,0.5845,1.39,1.34,0.57,51.9502,South,1.16,0.27,0.1,0.87,-0.94,0.1,0.25,0.5,10,10,0.180235197485836,4.8,0.07966120895812874,0
0,1,"White, non-Hispanic",14,Catholic or other private,1.1953,1.39,1.59,0.35,59.5302,Northeast,0.6,0.9,1.62,1.04,-0.97,1.69,1.83,1.38,6,10,-1.01937539146557,4.2,0.021420272026083632,0
0,1,"White, non-Hispanic",14,Public,-0.3993,-0.53,-0.37,0.76,67.9442,Midwest,1.16,-0.3,0.95,0.49,2.15,-1.5,1.1,0.09,8,10,-0.249633879908826,5.6,0.335618177003549,0
0,0,"Hispanic, race specified",14,Public,-1.9018,-0.72,1.59,0.27,48.2466,South,-0.57,0.27,0.1,1.69,-1.57,-0.33,-0.05,-0.17,10,8,-0.170989473075263,4.2,0.3176114525805257,0
0,0,"Black/African-American, non-Hispanic",15,Public,-0.3307,0.1,-0.64,0.26,24.3158,Midwest,-1.73,0.27,-1.41,0.09,-1.57,0.1,-0.61,-1.05,6,2,-0.0825396607041021,3.0,0.8454506168648751,1
1,0,"White, non-Hispanic",15,Public,-0.1972,0.71,1.59,-1.1,51.08,South,0.6,1.31,0.1,1.6,-1.57,1.69,-0.48,-0.17,8,8,-0.816661877096118,3.6,0.2206472601992066,0
1,1,"White, non-Hispanic",14,Public,-0.4933,-2.78,-1.33,-0.28,55.0942,Midwest,-1.73,-1.96,-0.29,-2.46,-1.57,0.1,-0.91,0.56,6,2,0.509833598207417,0.0,0.9176946062673281,1
0,1,"White, non-Hispanic",14,Public,-0.7382,-1.24,0.19,-0.64,47.4204,South,0.6,-0.13,-0.3,0.17,-0.97,-0.89,0.25,-1.82,6,6,1.41828086041821,3.0,0.6323423921225758,1
1,0,"White, non-Hispanic",14,Public,-0.6487,0.23,0.18,-0.16,45.9414,South,0.0,-1.33,-1.76,-0.17,-0.94,-0.89,-0.91,-2.26,2,10,0.31435091045202,4.0,0.4759363614501747,0
0,1,"White, non-Hispanic",14,Public,1.0322,0.96,-0.62,-0.34,57.5861,South,1.19,-0.3,1.62,0.19,2.15,0.84,1.83,0.93,8,8,-0.0639565976910279,4.0,0.17860269473865162,0
0,1,"Asian, non-Hispanic",14,Public,-0.976,1.01,0.21,0.56,60.6747,South,0.6,0.27,0.95,1.69,0.91,-0.89,0.25,-0.56,6,10,-0.756600533275629,3.6,0.2562843687894185,0
0,0,"Black/African-American, non-Hispanic",14,Public,-0.4529,0.23,0.7,-4.22,43.0939,South,0.03,0.34,0.1,-0.29,0.91,1.69,0.69,0.16,10,10,1.91497348034451,3.6,0.48885795985226,0
0,1,"White, non-Hispanic",15,Public,-0.9104,0.23,-0.37,-0.07,50.9973,Midwest,-0.57,-0.13,0.1,0.49,-1.57,-0.84,-0.48,-0.23,6,10,0.33597718029154,2.0,0.7545026125272153,1
0,0,"Hispanic, race specified",14,Public,-0.8672,-1.13,-0.04,-0.8,40.635,South,-0.57,-0.3,-0.29,-0.54,0.31,-0.52,-0.46,0.16,10,2,-0.16422727436411,2.0,0.6019605756790928,1
0,1,"White, non-Hispanic",14,Public,0.8375,-0.32,-0.39,-1.45,53.671,Northeast,0.6,-0.7,0.1,0.19,0.91,0.1,-0.17,-0.28,8,10,-0.326731455880967,4.8,0.07753164827655872,0
0,0,"White, non-Hispanic",14,Public,0.2712,1.09,1.26,1.22,58.9195,South,0.0,1.31,-0.29,0.96,-1.57,1.13,-1.32,-0.18,10,10,-1.34897379218715,4.0,0.058965698491364536,0
0,0,"More than one race, non-Hispanic",14,Public,-0.2297,-0.26,1.34,0.04,49.5052,Midwest,-1.16,1.31,0.1,-0.24,0.27,1.69,0.69,-0.25,4,6,-0.008485291558407,2.0,0.7584749742971474,1
0,0,"Hispanic, race specified",14,Public,0.7897,0.1,-0.39,0.27,50.238,South,0.03,-0.3,0.78,0.19,-0.94,-0.28,-0.16,0.54,6,6,-0.170989473075263,3.0,0.3009634152611665,0
0,0,"Asian, non-Hispanic",14,Public,0.125,0.71,1.34,0.25,55.7523,Northeast,0.6,-0.3,0.94,0.56,0.91,0.23,-0.05,0.16,8,8,0.732399123544762,4.0,0.08236944418447757,0
1,0,"Asian, non-Hispanic",14,Public,-0.4967,-1.3,0.45,-0.83,38.2004,Midwest,0.6,-0.7,0.1,0.57,-0.33,-0.76,-1.33,-1.07,6,2,0.247058740017478,3.6,0.8300424478131079,1
0,0,"Hispanic, race specified",14,Public,0.5065,-0.09,-1.99,-1.33,45.253,West,-1.16,-1.9,-1.41,-1.98,-0.97,-0.89,-1.75,0.89,8,6,-0.427002132554049,2.0,0.349464809538073,0
1,1,"Black/African-American, non-Hispanic",16,Public,0.6951,1.01,0.75,-0.41,43.2407,South,-1.73,0.11,0.1,-0.18,0.27,0.1,0.25,2.03,2,4,-0.679502957303489,2.0,0.47108581351394346,0
0,0,"Hispanic, race specified",14,Public,-0.1711,-1.51,0.1,-1.49,48.5444,Northeast,-0.57,0.9,-0.17,-0.36,-1.57,-0.89,1.83,0.16,6,2,0.725636924833609,2.4,0.4263113472305195,0
1,0,"White, non-Hispanic",16,Public,-0.0692,1.01,1.34,0.32,46.1778,Midwest,0.0,-0.3,-0.29,-0.27,-0.33,-0.89,-1.02,-0.56,1,8,-0.189572536088338,2.0,0.7432188769144952,1
1,1,"More than one race, non-Hispanic",16,Public,-0.4505,-1.02,-0.04,-1.05,33.2942,Midwest,1.76,0.9,1.62,1.35,-1.57,-0.33,-0.48,-1.25,2,2,-0.249633879908826,4.8,0.8980077699995752,1
0,0,"More than one race, non-Hispanic",14,Public,-0.0168,-1.79,1.59,0.51,27.201,Northeast,-0.57,1.31,1.62,0.95,-1.57,-0.89,0.25,-0.28,4,4,0.402800722823181,3.0,0.45521526350092345,0
0,0,"White, non-Hispanic",14,Public,0.2945,-0.2,-1.2,0.08,50.5429,South,-1.73,-0.3,-0.17,-1.86,-0.33,0.1,-0.05,-0.67,8,2,-0.756600533275629,3.6,0.26931530938195763,0
0,0,"White, non-Hispanic",14,Public,0.8692,1.39,1.34,-0.39,60.598,South,1.16,1.31,1.62,1.69,-0.94,0.71,1.53,1.38,6,8,-0.512408738098765,4.0,0.12961425010218922,0
0,1,"White, non-Hispanic",15,Public,0.6952,-1.43,0.65,-1.74,50.3956,South,0.6,-0.3,-0.17,0.19,2.15,-0.33,0.25,0.16,6,6,-0.170989473075263,3.0,0.430537969897539,0
0,1,"White, non-Hispanic",15,Public,-0.1396,-1.0,-0.74,0.48,59.3972,West,0.0,0.5,1.62,0.56,0.91,0.71,1.83,-0.23,6,10,-1.07943673528606,5.6,0.17052235848274244,0
0,1,"White, non-Hispanic",15,Catholic or other private,0.8664,0.16,1.59,1.44,60.2958,Midwest,0.56,0.27,1.17,-0.61,0.88,1.13,1.53,0.99,8,8,-0.756600533275629,7.6,0.06732413079160593,0
0,1,"White, non-Hispanic",14,Public,-0.3667,-1.79,-0.75,-1.12,34.3658,Midwest,-0.57,-0.3,-0.3,0.19,-1.57,-0.47,-0.49,-0.23,6,2,0.0732023221016011,2.0,0.9139012431943905,1
0,1,"White, non-Hispanic",14,Public,-0.0566,-0.09,0.45,-0.66,50.2932,South,-1.13,0.9,-1.41,-0.36,-0.33,-0.52,0.25,0.54,6,6,0.402800722823181,1.0,0.5290952335501523,1
1,1,"White, non-Hispanic",14,Public,0.3776,-0.09,0.98,0.45,54.8873,South,1.16,-0.3,1.62,0.25,0.91,-0.33,0.25,0.93,1,2,-0.656329856602547,5.6,0.3157683472123658,0
0,1,"White, non-Hispanic",14,Catholic or other private,-0.1358,-1.0,0.1,0.64,46.7417,Midwest,0.6,-1.33,0.1,-0.48,-1.57,-1.5,-1.33,-0.61,4,4,-1.07943673528606,3.6,0.5712723879005851,1
0,0,"White, non-Hispanic",14,Public,-0.0009,0.1,-0.04,0.21,52.5607,South,0.6,-1.33,-0.17,-0.59,0.91,-1.32,0.25,0.16,8,9,-0.271260149748346,3.0,0.26575771557264655,0
0,0,"More than one race, non-Hispanic",14,Public,-0.1002,-0.15,0.16,-0.78,63.6977,West,0.63,-0.7,-0.69,0.14,1.55,-0.89,-0.91,-1.44,7,8,-0.0825396607041021,6.4,0.09486077040213378,0
0,0,"White, non-Hispanic",14,Public,0.9895,-0.2,-0.64,-1.24,67.4404,Midwest,0.6,-0.3,0.51,-0.48,-0.33,-0.33,-0.9,-0.6,8,8,-0.923694752480353,5.6,0.19754021263676477,0
0,0,"White, non-Hispanic",14,Public,0.5483,0.25,-1.53,-0.01,58.7742,South,-0.57,-1.8,-1.02,-1.79,-0.94,-0.89,-0.16,-1.05,6,8,0.569894942027905,5.6,0.15820580848759647,0
0,1,"Black/African-American, non-Hispanic",14,Catholic or other private,0.7541,0.6,1.59,0.26,59.1181,Midwest,0.6,1.31,0.94,0.49,0.91,1.69,1.53,1.71,8,8,-1.07943673528606,2.8,0.23731066351816718,0
0,1,"Asian, non-Hispanic",14,Public,1.873,1.39,1.59,-0.61,66.4115,West,0.56,0.67,1.62,0.66,1.52,1.69,0.25,1.34,10,10,-0.512408738098765,5.6,0.017646776774203978,0
0,1,"White, non-Hispanic",14,Public,-0.5146,0.59,-0.64,-1.51,36.6006,South,-1.73,-1.56,-1.85,-2.46,0.27,-0.47,-0.48,0.16,6,6,1.1808512639525,3.6,0.5611710136878652,1
0,1,"More than one race, non-Hispanic",14,Catholic or other private,0.2885,0.23,0.98,1.25,50.966,Midwest,-0.57,-0.07,0.1,1.34,0.27,1.27,0.25,0.54,8,10,-1.77208067087066,0.0,0.41822866250422974,0
0,0,"White, non-Hispanic",15,Public,0.0319,1.09,-0.35,-1.74,36.4415,South,0.03,-0.3,0.1,-0.46,-0.33,-1.45,1.41,-0.6,10,8,-0.170989473075263,5.6,0.19630980553787114,0
1,1,"White, non-Hispanic",15,Public,0.0771,-1.43,-0.37,-2.09,43.3406,West,-1.73,0.67,-0.97,0.12,-0.36,0.1,0.25,0.54,2,4,0.0799645208127539,2.4,0.6930227720177975,1
0,0,"White, non-Hispanic",15,Public,-0.1181,0.71,-0.39,-0.23,56.0773,South,1.76,1.31,1.62,0.29,-1.57,-0.33,-0.05,0.16,8,6,-0.756600533275629,4.0,0.2446408573618259,0
1,0,"Hispanic, race specified",15,Public,0.1552,0.59,1.59,-1.33,68.005,West,1.76,0.27,1.62,0.58,-0.33,0.1,0.25,0.49,4,7,-0.427002132554049,5.6,0.11581091855779624,0
0,1,"White, non-Hispanic",14,Public,-0.1185,-0.39,-1.43,0.38,41.5298,South,0.6,0.9,1.62,0.2,-0.33,-2.49,-1.63,-1.44,10,8,0.988411783023547,3.0,0.41762039119804456,0
0,0,"Asian, non-Hispanic",14,Public,0.6594,1.39,1.59,-0.56,66.3733,South,1.76,-0.3,1.62,1.72,2.15,-3.1,-2.91,1.38,10,10,0.9951739817347,6.4,0.0371692013664443,0
0,0,"White, non-Hispanic",14,Public,0.1491,1.01,-0.04,-0.53,65.3667,Midwest,0.03,-1.17,-0.17,-0.18,0.27,0.28,1.53,0.16,6,10,1.41828086041821,5.6,0.3495755850838517,0
0,0,"Black/African-American, non-Hispanic",14,Public,-0.5321,1.01,-0.04,-0.32,55.5441,Northeast,0.6,-0.7,-0.3,0.19,-1.57,-3.1,-1.33,1.0,8,8,0.0028669448406138,4.0,0.09695755231108195,0
0,0,"White, non-Hispanic",15,Catholic or other private,1.4514,-0.2,1.59,1.23,46.7243,South,-1.13,-2.13,-0.17,0.49,-1.57,-1.64,-2.91,-1.0,8,8,-1.50930581268072,4.2,0.032036290658063626,0
0,1,"More than one race, non-Hispanic",14,Public,2.082,-0.22,0.98,-0.78,65.1854,South,0.56,-1.33,1.62,0.87,1.52,0.1,0.67,2.03,10,6,0.11665381285647,3.0,0.0851773571180552,0
0,0,"Hispanic, race specified",15,Public,0.2845,1.39,-0.04,0.22,52.5869,Midwest,0.0,-1.33,-1.02,-1.33,0.91,0.1,0.68,-0.23,10,6,0.176715156676959,5.6,0.2506792284674681,0
0,0,"Black/African-American, non-Hispanic",15,Public,0.5954,0.71,-1.14,0.45,58.8511,South,1.19,-0.3,0.68,-0.95,-0.3,1.27,-0.44,-0.28,10,10,-0.512408738098765,5.6,0.08679330434006498,0
0,1,"Asian, non-Hispanic",15,Public,0.5871,-1.79,-1.77,0.37,54.2317,Midwest,0.0,-0.7,-0.56,-0.16,-0.33,0.23,-1.33,-1.82,8,8,-1.09801979829913,2.4,0.6039875561236676,1
0,1,"White, non-Hispanic",14,Public,-0.3046,-0.58,-0.04,-0.36,43.0991,South,-1.16,0.5,0.1,0.49,-1.57,0.1,0.25,0.5,6,2,0.233534342595172,3.6,0.520733860861647,1
0,0,"White, non-Hispanic",15,Public,-0.2676,-0.39,0.52,-0.78,50.3844,West,1.76,0.9,0.49,1.35,-0.97,0.1,-0.48,-0.61,4,4,-0.0825396607041021,3.0,0.5072826507491847,1
0,1,"Hispanic, race specified",16,Public,-0.8511,0.71,-0.04,0.07,39.0092,Midwest,0.6,0.34,0.1,0.19,0.31,0.1,-0.05,0.16,6,2,1.50368746596293,5.6,0.7796223408282494,1
0,1,"White, non-Hispanic",14,Public,-1.1532,0.33,0.98,-1.43,36.1144,Northeast,-1.13,-1.9,-1.41,0.56,-1.57,-1.88,-2.06,-0.23,2,4,0.240296541306325,0.0,0.6695883755256415,1
0,0,"White, non-Hispanic",15,Catholic or other private,0.2621,1.39,1.09,0.93,43.5987,Midwest,-0.57,-0.3,0.95,-0.66,-1.57,-0.33,0.25,-0.93,10,8,-1.40903513600764,4.2,0.1386553546399416,0
0,1,"White, non-Hispanic",14,Public,-0.2698,0.96,-0.61,0.71,50.5806,West,0.0,1.31,1.62,0.19,0.31,-0.33,0.25,-0.24,2,2,-0.942277815493428,3.0,0.4544800613243936,0
0,0,"Hispanic, race specified",14,Public,-0.3753,1.01,0.84,-0.74,56.7396,West,0.03,1.31,-0.17,0.19,-1.57,1.27,-0.78,0.89,8,4,-0.468957247343896,4.0,0.1733297067757537,0
1,0,"Hispanic, race specified",15,Public,-0.0528,1.01,-0.88,-1.4,48.2354,South,0.03,1.31,-0.17,1.35,-1.57,-0.94,-1.33,-0.29,8,4,-0.756600533275629,3.6,0.30991780395268387,0
0,1,"White, non-Hispanic",14,Public,-0.5492,-1.06,-0.58,-0.16,49.337,South,-1.73,0.9,-1.85,-0.91,0.94,0.28,-0.05,-1.05,4,6,0.140025864633243,3.6,0.556596148620328,1
0,1,"White, non-Hispanic",14,Public,1.1812,1.01,-1.83,-0.38,57.6894,Northeast,0.6,-0.3,0.1,-0.18,0.91,0.28,-0.05,0.16,8,5,-2.10167907159224,2.0,0.0966929961175515,0
1,1,"Hispanic, race specified",14,Public,-0.9325,-2.48,-0.86,-3.47,56.5789,West,0.6,1.31,1.62,0.67,-0.33,0.71,1.83,0.93,4,2,1.6288265703778,2.0,0.8743366326188856,1
0,1,"Black/African-American, non-Hispanic",14,Catholic or other private,0.0643,0.29,1.34,0.64,42.3584,South,0.0,1.31,0.55,1.72,0.31,1.69,0.68,-0.23,10,8,-0.756600533275629,4.8,0.09915788143233867,0
0,0,"White, non-Hispanic",14,Public,0.2378,-0.2,-0.52,-0.15,50.7657,Midwest,0.6,0.5,1.62,1.23,0.91,0.84,0.25,0.86,10,10,0.240296541306325,4.8,0.44149302499167964,0
0,0,"Hispanic, race specified",14,Public,-0.8013,-3.08,-1.77,-3.47,37.8433,West,-1.73,-0.7,-1.41,-1.11,0.27,0.1,-0.17,-1.0,10,10,1.6288265703778,0.0,0.8420465784359061,1
0,0,"Hispanic, race specified",14,Public,0.6269,-0.98,-0.64,-1.71,33.253,Midwest,-1.73,-0.3,0.1,-1.98,-0.33,-3.1,-0.68,-2.26,7,5,-0.427002132554049,4.8,0.5603784793431943,1
0,1,"White, non-Hispanic",15,Public,0.6482,1.09,1.1,-0.22,63.2357,Midwest,1.76,-0.3,1.34,0.49,-0.33,0.71,-1.63,-1.45,8,8,-0.835244940109192,5.6,0.1576819867229104,0
1,1,"White, non-Hispanic",15,Public,0.1581,-0.58,-0.89,-2.14,57.4748,South,0.6,-0.3,0.51,-1.63,-0.33,0.1,0.25,-1.82,6,10,0.240296541306325,4.8,0.2990139500037056,0
0,1,"White, non-Hispanic",14,Public,-0.2489,1.01,-0.51,0.48,52.6814,Midwest,1.76,1.31,1.62,0.29,-0.3,-0.28,1.22,-0.23,4,6,-0.756600533275629,4.8,0.6063044881505987,1
0,1,"Hispanic, race specified",15,Public,-0.7131,-0.58,-2.12,-2.66,26.7103,West,-0.57,-0.3,-0.73,-0.48,-0.97,-1.08,0.25,-1.05,2,6,0.503071399496264,2.0,0.887312728754547,1
0,1,"White, non-Hispanic",14,Public,0.9907,1.39,0.55,-0.82,62.5077,South,1.76,1.31,0.1,0.86,0.91,1.27,0.68,0.86,8,6,1.51855153709129,5.6,0.12989688778844874,0
0,0,"White, non-Hispanic",14,Catholic or other private,1.6456,1.09,0.85,0.77,55.7336,South,1.76,-0.3,1.62,-0.11,1.52,1.27,1.83,0.16,10,10,-1.07943673528606,4.8,0.029457534665412267,0
0,1,"Asian, non-Hispanic",14,Catholic or other private,1.4834,1.39,0.21,1.08,64.6694,South,0.6,-0.13,0.1,1.72,1.55,0.71,1.83,1.7,10,10,-2.10167907159224,5.6,0.01535491061860711,0
0,0,"Hispanic, race specified",14,Public,-0.8526,-0.26,-0.73,-0.78,50.6065,West,0.03,-0.3,-0.75,-0.27,-0.33,0.1,-0.89,-0.28,10,10,-0.0825396607041021,2.8,0.3163790938351759,0
0,1,"White, non-Hispanic",15,Public,0.5788,-1.26,-0.39,0.02,49.7895,Northeast,0.6,1.31,-1.0,0.14,0.91,1.69,1.83,1.71,4,6,0.0799645208127539,2.4,0.4174724176351327,0
0,0,"White, non-Hispanic",14,Public,0.0648,1.01,-0.7,-2.06,58.766,West,0.6,0.9,0.49,1.34,2.15,1.69,1.53,1.27,10,6,1.5320759345136,4.2,0.2566622544369242,0
0,1,"Hispanic, race specified",14,Public,-0.5445,0.71,1.59,-1.04,51.784,West,-0.57,-0.7,-0.58,-1.01,-0.33,-1.5,-0.89,0.16,3,3,-1.67180999419758,3.6,0.25432865696013346,0
0,0,"More than one race, non-Hispanic",14,Catholic or other private,1.2007,0.29,-0.95,1.29,60.2322,West,-1.13,-0.3,0.1,0.19,0.91,0.71,0.25,0.16,6,10,-1.342211593476,2.8,0.0696600205501792,0
0,1,"White, non-Hispanic",15,Public,-0.0707,1.01,-0.04,-0.58,55.794,South,1.16,-1.33,1.62,-0.96,-1.57,-0.89,-1.33,-0.99,6,8,-0.512408738098765,4.8,0.1784826362827787,0
