X4EVERDROP,X1SEX,X1RACE,X1STAGE,X1CONTROL,X1SES_U,X1SCHOOLENG,X1SCHOOLBEL,X1SCHOOLCLI,X1TXMTSCOR,X1REGION,X1MTHID,X1MTHUTI,X1MTHEFF,X1MTHINT,X1SCIID,X1SCIUTI,X1SCIEFF,X1SCIINT,X1PAREDEXPCT,X1STUEDEXPCT,X1PROBLEM,S1MSCORE,y_pred_prob,y_pred
0,0,"White, non-Hispanic",15,Public,0.0319,1.09,-0.35,-1.74,36.4415,South,0.03,-0.3,0.1,-0.46,-0.33,-1.45,1.41,-0.6,10,8,-0.170989473075263,5.6,0.37255984900045214,0
1,1,"White, non-Hispanic",15,Public,0.0771,-1.43,-0.37,-2.09,43.3406,West,-1.73,0.67,-0.97,0.12,-0.36,0.1,0.25,0.54,2,4,0.0799645208127539,2.4,0.7332217103724777,1
0,0,"White, non-Hispanic",15,Public,-0.1181,0.71,-0.39,-0.23,56.0773,South,1.76,1.31,1.62,0.29,-1.57,-0.33,-0.05,0.16,8,6,-0.756600533275629,4.0,0.49721085823464467,0
1,0,"Hispanic, race specified",15,Public,0.1552,0.59,1.59,-1.33,68.005,West,1.76,0.27,1.62,0.58,-0.33,0.1,0.25,0.49,4,7,-0.427002132554049,5.6,0.08895733509110336,0
0,1,"White, non-Hispanic",14,Public,-0.1185,-0.39,-1.43,0.38,41.5298,South,0.6,0.9,1.62,0.2,-0.33,-2.49,-1.63,-1.44,10,8,0.988411783023547,3.0,0.46146174200942164,0
0,0,"Asian, non-Hispanic",14,Public,0.6594,1.39,1.59,-0.56,66.3733,South,1.76,-0.3,1.62,1.72,2.15,-3.1,-2.91,1.38,10,10,0.9951739817347,6.4,0.010183534717191509,0
0,0,"White, non-Hispanic",14,Public,0.1491,1.01,-0.04,-0.53,65.3667,Midwest,0.03,-1.17,-0.17,-0.18,0.27,0.28,1.53,0.16,6,10,1.41828086041821,5.6,0.44591639906628244,0
0,0,"Black/African-American, non-Hispanic",14,Public,-0.5321,1.01,-0.04,-0.32,55.5441,Northeast,0.6,-0.7,-0.3,0.19,-1.57,-3.1,-1.33,1.0,8,8,0.0028669448406138,4.0,0.054769568059958744,0
0,0,"White, non-Hispanic",15,Catholic or other private,1.4514,-0.2,1.59,1.23,46.7243,South,-1.13,-2.13,-0.17,0.49,-1.57,-1.64,-2.91,-1.0,8,8,-1.50930581268072,4.2,0.04428375237949853,0
0,1,"More than one race, non-Hispanic",14,Public,2.082,-0.22,0.98,-0.78,65.1854,South,0.56,-1.33,1.62,0.87,1.52,0.1,0.67,2.03,10,6,0.11665381285647,3.0,0.01892173680796595,0
0,0,"Hispanic, race specified",15,Public,0.2845,1.39,-0.04,0.22,52.5869,Midwest,0.0,-1.33,-1.02,-1.33,0.91,0.1,0.68,-0.23,10,6,0.176715156676959,5.6,0.13764248436392373,0
0,0,"Black/African-American, non-Hispanic",15,Public,0.5954,0.71,-1.14,0.45,58.8511,South,1.19,-0.3,0.68,-0.95,-0.3,1.27,-0.44,-0.28,10,10,-0.512408738098765,5.6,0.046340153078429605,0
0,1,"Asian, non-Hispanic",15,Public,0.5871,-1.79,-1.77,0.37,54.2317,Midwest,0.0,-0.7,-0.56,-0.16,-0.33,0.23,-1.33,-1.82,8,8,-1.09801979829913,2.4,0.22405370118541923,0
0,1,"White, non-Hispanic",14,Public,-0.3046,-0.58,-0.04,-0.36,43.0991,South,-1.16,0.5,0.1,0.49,-1.57,0.1,0.25,0.5,6,2,0.233534342595172,3.6,0.5538378011228244,1
0,0,"White, non-Hispanic",15,Public,-0.2676,-0.39,0.52,-0.78,50.3844,West,1.76,0.9,0.49,1.35,-0.97,0.1,-0.48,-0.61,4,4,-0.0825396607041021,3.0,0.7724696046101901,1
0,1,"Hispanic, race specified",16,Public,-0.8511,0.71,-0.04,0.07,39.0092,Midwest,0.6,0.34,0.1,0.19,0.31,0.1,-0.05,0.16,6,2,1.50368746596293,5.6,0.508898917971989,1
0,1,"White, non-Hispanic",14,Public,-1.1532,0.33,0.98,-1.43,36.1144,Northeast,-1.13,-1.9,-1.41,0.56,-1.57,-1.88,-2.06,-0.23,2,4,0.240296541306325,0.0,0.6235754912981699,1
0,0,"White, non-Hispanic",15,Catholic or other private,0.2621,1.39,1.09,0.93,43.5987,Midwest,-0.57,-0.3,0.95,-0.66,-1.57,-0.33,0.25,-0.93,10,8,-1.40903513600764,4.2,0.25073112171579837,0
0,1,"White, non-Hispanic",14,Public,-0.2698,0.96,-0.61,0.71,50.5806,West,0.0,1.31,1.62,0.19,0.31,-0.33,0.25,-0.24,2,2,-0.942277815493428,3.0,0.5041615875056841,1
0,0,"Hispanic, race specified",14,Public,-0.3753,1.01,0.84,-0.74,56.7396,West,0.03,1.31,-0.17,0.19,-1.57,1.27,-0.78,0.89,8,4,-0.468957247343896,4.0,0.1368549226779245,0
1,0,"Hispanic, race specified",15,Public,-0.0528,1.01,-0.88,-1.4,48.2354,South,0.03,1.31,-0.17,1.35,-1.57,-0.94,-1.33,-0.29,8,4,-0.756600533275629,3.6,0.25049123410909835,0
0,1,"White, non-Hispanic",14,Public,-0.5492,-1.06,-0.58,-0.16,49.337,South,-1.73,0.9,-1.85,-0.91,0.94,0.28,-0.05,-1.05,4,6,0.140025864633243,3.6,0.5538319645280603,1
0,1,"White, non-Hispanic",14,Public,1.1812,1.01,-1.83,-0.38,57.6894,Northeast,0.6,-0.3,0.1,-0.18,0.91,0.28,-0.05,0.16,8,5,-2.10167907159224,2.0,0.09855382259473135,0
1,1,"Hispanic, race specified",14,Public,-0.9325,-2.48,-0.86,-3.47,56.5789,West,0.6,1.31,1.62,0.67,-0.33,0.71,1.83,0.93,4,2,1.6288265703778,2.0,0.8223720341657169,1
0,1,"Black/African-American, non-Hispanic",14,Catholic or other private,0.0643,0.29,1.34,0.64,42.3584,South,0.0,1.31,0.55,1.72,0.31,1.69,0.68,-0.23,10,8,-0.756600533275629,4.8,0.030597823453762447,0
0,0,"White, non-Hispanic",14,Public,0.2378,-0.2,-0.52,-0.15,50.7657,Midwest,0.6,0.5,1.62,1.23,0.91,0.84,0.25,0.86,10,10,0.240296541306325,4.8,0.6341118164256295,1
0,0,"Hispanic, race specified",14,Public,-0.8013,-3.08,-1.77,-3.47,37.8433,West,-1.73,-0.7,-1.41,-1.11,0.27,0.1,-0.17,-1.0,10,10,1.6288265703778,0.0,0.8435353569389735,1
0,0,"Hispanic, race specified",14,Public,0.6269,-0.98,-0.64,-1.71,33.253,Midwest,-1.73,-0.3,0.1,-1.98,-0.33,-3.1,-0.68,-2.26,7,5,-0.427002132554049,4.8,0.44533106987554066,0
0,1,"White, non-Hispanic",15,Public,0.6482,1.09,1.1,-0.22,63.2357,Midwest,1.76,-0.3,1.34,0.49,-0.33,0.71,-1.63,-1.45,8,8,-0.835244940109192,5.6,0.1287783708583239,0
1,1,"White, non-Hispanic",15,Public,0.1581,-0.58,-0.89,-2.14,57.4748,South,0.6,-0.3,0.51,-1.63,-0.33,0.1,0.25,-1.82,6,10,0.240296541306325,4.8,0.3162834908893284,0
0,1,"White, non-Hispanic",14,Public,-0.2489,1.01,-0.51,0.48,52.6814,Midwest,1.76,1.31,1.62,0.29,-0.3,-0.28,1.22,-0.23,4,6,-0.756600533275629,4.8,0.6228832877544829,1
0,1,"Hispanic, race specified",15,Public,-0.7131,-0.58,-2.12,-2.66,26.7103,West,-0.57,-0.3,-0.73,-0.48,-0.97,-1.08,0.25,-1.05,2,6,0.503071399496264,2.0,0.7369129643603413,1
0,1,"White, non-Hispanic",14,Public,0.9907,1.39,0.55,-0.82,62.5077,South,1.76,1.31,0.1,0.86,0.91,1.27,0.68,0.86,8,6,1.51855153709129,5.6,0.11231393398401579,0
0,0,"White, non-Hispanic",14,Catholic or other private,1.6456,1.09,0.85,0.77,55.7336,South,1.76,-0.3,1.62,-0.11,1.52,1.27,1.83,0.16,10,10,-1.07943673528606,4.8,0.05721978710455289,0
0,1,"Asian, non-Hispanic",14,Catholic or other private,1.4834,1.39,0.21,1.08,64.6694,South,0.6,-0.13,0.1,1.72,1.55,0.71,1.83,1.7,10,10,-2.10167907159224,5.6,0.0022370345527981425,0
0,0,"Hispanic, race specified",14,Public,-0.8526,-0.26,-0.73,-0.78,50.6065,West,0.03,-0.3,-0.75,-0.27,-0.33,0.1,-0.89,-0.28,10,10,-0.0825396607041021,2.8,0.25824001311026135,0
0,1,"White, non-Hispanic",15,Public,0.5788,-1.26,-0.39,0.02,49.7895,Northeast,0.6,1.31,-1.0,0.14,0.91,1.69,1.83,1.71,4,6,0.0799645208127539,2.4,0.4856569335195442,0
0,0,"White, non-Hispanic",14,Public,0.0648,1.01,-0.7,-2.06,58.766,West,0.6,0.9,0.49,1.34,2.15,1.69,1.53,1.27,10,6,1.5320759345136,4.2,0.4905808005438654,0
0,1,"Hispanic, race specified",14,Public,-0.5445,0.71,1.59,-1.04,51.784,West,-0.57,-0.7,-0.58,-1.01,-0.33,-1.5,-0.89,0.16,3,3,-1.67180999419758,3.6,0.08270420404501257,0
0,0,"More than one race, non-Hispanic",14,Catholic or other private,1.2007,0.29,-0.95,1.29,60.2322,West,-1.13,-0.3,0.1,0.19,0.91,0.71,0.25,0.16,6,10,-1.342211593476,2.8,0.034720742975264,0
0,1,"White, non-Hispanic",15,Public,-0.0707,1.01,-0.04,-0.58,55.794,South,1.16,-1.33,1.62,-0.96,-1.57,-0.89,-1.33,-0.99,6,8,-0.512408738098765,4.8,0.15446676091759903,0
0,0,"White, non-Hispanic",14,Catholic or other private,0.6998,-0.45,0.65,1.53,40.6526,Midwest,-0.57,-0.3,0.1,0.19,-0.33,-0.33,-0.16,-0.67,6,8,-1.77208067087066,3.0,0.49808060759464307,0
0,0,"More than one race, non-Hispanic",14,Public,0.2788,0.52,0.77,-0.68,63.5352,South,-0.57,-0.3,-0.56,-0.34,0.27,0.1,0.25,0.54,10,6,-0.0270683545714815,4.2,0.05714473012426914,0
0,0,"More than one race, non-Hispanic",15,Catholic or other private,0.7468,1.01,1.04,0.53,45.4465,South,-0.57,0.9,-0.17,-1.63,0.91,0.28,0.81,-0.71,10,10,-1.50930581268072,3.6,0.03216418136130818,0
0,1,"White, non-Hispanic",15,Public,-0.1555,-1.26,0.48,-3.01,29.5243,West,0.0,-0.3,-1.41,-0.96,-0.97,-0.89,-0.48,-1.05,2,2,0.0732023221016011,3.0,0.8023811426391271,1
1,1,"White, non-Hispanic",14,Public,-0.1178,0.96,1.59,0.61,61.145,South,1.76,0.27,0.55,2.08,2.15,-1.08,0.25,0.93,6,9,0.140025864633243,4.2,0.1595919784077665,0
0,0,"White, non-Hispanic",15,Public,-0.6069,0.23,1.1,-0.17,51.7678,South,-1.73,0.27,-0.17,-0.18,-0.94,0.71,0.69,0.99,4,4,1.19895749298314,2.0,0.7584358274030086,1
0,0,"White, non-Hispanic",15,Catholic or other private,1.7658,-0.2,-0.64,0.56,51.5834,Northeast,-0.57,-1.33,0.1,-1.31,-0.33,-0.33,-0.05,-1.05,10,8,-1.34897379218715,5.6,0.025585814416841043,0
0,0,"More than one race, non-Hispanic",14,Public,0.6782,-0.2,1.34,0.61,56.556,South,-0.57,1.31,-0.17,0.19,0.91,1.27,1.4,0.54,10,8,0.140025864633243,5.6,0.048445431039053535,0
0,0,"Hispanic, race specified",14,Public,-0.1437,0.71,-0.04,-0.97,68.7224,Northeast,0.03,-0.7,0.1,-0.66,0.91,-0.33,0.25,0.82,8,8,-1.01937539146557,4.2,0.038556737796109936,0
0,0,"Hispanic, race specified",16,Public,-0.7002,-0.77,-0.39,-0.57,48.1639,South,0.6,0.9,0.95,0.2,1.52,-0.33,1.12,0.86,10,10,0.295767847438946,3.6,0.4278572266017638,0
0,0,"White, non-Hispanic",14,Public,0.9873,1.01,-0.73,0.02,56.5877,Midwest,0.0,-1.1,0.1,0.93,-0.33,-0.33,-0.05,0.16,8,10,0.0028669448406138,3.6,0.40071294176626465,0
0,0,"White, non-Hispanic",14,Catholic or other private,-0.9311,1.39,-0.39,0.56,40.3868,Northeast,-0.57,-0.3,0.1,-0.66,0.31,-0.28,0.25,0.23,2,8,-1.34897379218715,2.4,0.43171872450306575,0
1,0,"White, non-Hispanic",14,Public,0.2993,0.96,-0.39,-1.87,52.8791,South,0.6,1.31,0.1,0.49,-0.33,0.1,-0.46,0.16,10,8,1.48510440294985,3.0,0.4989358869033956,0
0,1,"White, non-Hispanic",15,Catholic or other private,0.3177,0.71,1.34,1.09,75.1563,Midwest,1.19,0.27,0.55,0.49,0.31,1.13,-0.05,0.16,10,8,-2.10167907159224,5.6,0.048916676528465194,0
0,0,"White, non-Hispanic",14,Public,-1.1119,0.71,-0.45,-1.72,57.3101,West,-0.57,-1.33,-1.43,0.39,-1.57,-2.49,-1.33,-2.22,6,6,0.832669800217844,4.2,0.4757506592685578,0
0,1,"Asian, non-Hispanic",15,Public,1.0943,1.09,0.7,-1.32,72.3271,Northeast,1.76,-0.3,1.62,1.72,0.91,0.1,0.25,0.93,10,10,-1.07943673528606,5.6,0.002906255509215612,0
0,1,"Asian, non-Hispanic",14,Public,0.8883,0.63,1.59,-0.11,62.1254,Midwest,0.6,1.31,-0.17,0.17,0.91,0.71,0.38,0.82,10,8,-0.0825396607041021,3.0,0.05316311159055474,0
0,1,"Asian, non-Hispanic",14,Public,-0.2431,-2.1,-1.78,-0.53,52.1067,Midwest,0.03,0.27,-1.0,0.51,-1.57,-0.89,-0.48,-0.62,10,8,0.744219987846683,4.0,0.32202159254335117,0
0,0,"White, non-Hispanic",15,Public,0.8464,-1.06,-0.73,0.74,48.9066,Midwest,0.0,1.31,-1.41,-1.01,0.91,1.69,0.25,1.19,6,10,-1.67180999419758,2.8,0.751753934000323,1
0,0,"White, non-Hispanic",15,Public,-0.5183,1.01,0.98,-0.06,52.2022,South,1.76,-0.3,1.62,2.08,-0.33,-0.33,-1.33,0.16,6,6,-0.668150720904468,3.0,0.5475718614028372,1
0,0,"White, non-Hispanic",14,Public,-0.2605,-0.62,-0.39,-0.09,41.2109,Northeast,-0.57,-0.7,-0.97,-0.29,0.27,-0.33,-0.46,0.5,4,2,0.509833598207417,3.0,0.6635209296410705,1
0,0,"More than one race, non-Hispanic",15,Public,-0.8941,0.63,0.68,-0.59,48.6709,Northeast,0.6,-0.13,-0.17,1.23,-0.33,0.28,-0.05,0.54,6,8,-0.433764331265202,3.6,0.1597177093902279,0
0,1,"Asian, non-Hispanic",15,Public,-0.0687,-1.79,-0.39,-1.17,49.2803,South,-0.57,0.9,-0.17,-0.29,-0.33,-0.28,-0.59,-0.23,8,6,-0.189572536088338,3.0,0.18076747483346306,0
0,0,"Hispanic, race specified",14,Public,-1.1392,1.09,-0.65,-0.06,31.1292,South,1.16,-0.64,1.21,-0.77,-1.57,-1.5,1.83,-1.25,8,6,1.52179369499357,5.6,0.4322844177779248,0
1,0,"More than one race, non-Hispanic",14,Public,1.1819,1.01,0.77,-0.4,60.5136,South,1.16,0.34,1.62,1.34,0.91,0.66,1.83,1.31,6,8,0.176715156676959,4.0,0.08670392859826542,0
0,0,"White, non-Hispanic",15,Catholic or other private,0.5405,1.01,-0.64,0.51,50.1937,South,0.0,-0.3,1.34,-1.33,0.27,-0.33,0.25,0.5,6,2,-0.912342516081333,3.6,0.3382443756292362,0
0,1,"White, non-Hispanic",14,Public,-0.4578,-1.79,-3.33,-1.33,32.9645,South,-1.73,-1.74,-1.0,-2.16,-0.36,-0.89,0.25,-0.23,6,2,1.50368746596293,2.4,0.8823973245099465,1
1,1,"White, non-Hispanic",14,Public,1.4092,-0.22,-0.39,-2.69,50.8467,South,0.0,-0.7,0.1,-2.16,0.91,0.71,1.83,1.26,8,2,0.402800722823181,4.2,0.2785034148000643,0
0,1,"Asian, non-Hispanic",15,Public,0.0578,1.39,0.21,-0.64,54.7397,South,-1.13,-0.36,-1.41,0.19,0.27,0.28,1.83,0.99,10,10,-1.07943673528606,4.8,0.015195825420808778,0
0,0,"White, non-Hispanic",14,Catholic or other private,-0.137,0.71,0.98,0.56,60.0879,Northeast,0.6,0.5,0.95,-0.29,-0.33,0.28,-0.89,-0.28,6,6,-2.10167907159224,3.6,0.10956921089821119,0
0,1,"Asian, non-Hispanic",14,Public,1.1591,1.09,-0.47,0.56,70.6498,Midwest,-1.73,-3.51,-0.58,-2.46,0.27,0.1,1.42,1.31,8,10,-1.24194091680291,4.2,0.011003373907415084,0
1,1,"Black/African-American, non-Hispanic",15,Public,-0.1459,-0.2,-0.7,0.22,46.092,West,0.6,-0.3,0.1,0.19,-0.33,-0.94,-0.05,-1.0,6,7,-0.756600533275629,1.4,0.22069556142258023,0
0,0,"Black/African-American, non-Hispanic",14,Public,-0.2785,1.39,1.1,-0.95,50.4165,South,1.76,1.31,-0.3,0.86,-1.57,1.27,0.58,0.6,6,10,-0.0825396607041021,2.4,0.26395622455958256,0
0,0,"White, non-Hispanic",14,Public,0.3899,-0.28,-0.39,-0.35,62.6526,West,0.6,-0.93,-0.34,0.19,1.52,0.1,0.25,1.34,6,8,0.446252213578051,5.6,0.26732048050457713,0
0,0,"White, non-Hispanic",14,Catholic or other private,-0.174,1.39,-0.04,-0.05,60.6145,Northeast,1.19,-0.7,-0.56,-0.66,1.55,0.1,-0.48,0.82,6,10,-0.433764331265202,5.6,0.0701760077061515,0
0,0,"White, non-Hispanic",14,Public,0.5399,-1.74,-0.73,-2.04,47.0056,Northeast,0.6,0.9,-0.17,-1.03,-1.57,-0.33,-0.49,-0.21,4,8,0.66557558101312,3.6,0.6224388865047391,1
0,0,"White, non-Hispanic",15,Public,-0.25,1.01,-0.04,0.1,38.7838,Northeast,-0.57,1.31,-0.58,-0.36,0.91,-0.47,-0.05,0.16,6,2,-2.10167907159224,2.4,0.4940732862615728,0
0,1,"More than one race, non-Hispanic",15,Public,0.4918,-2.51,-1.8,0.17,52.2254,West,-1.73,-2.7,1.62,-1.16,-1.57,-1.93,-1.62,-2.26,2,2,-0.756600533275629,1.2,0.3000132310071987,0
0,1,"More than one race, non-Hispanic",15,Public,-0.6441,0.1,-0.7,0.31,55.4493,South,0.6,0.67,1.62,-0.26,-0.33,-0.33,-1.33,-0.95,8,6,-0.433764331265202,3.0,0.1534858542365985,0
0,1,"White, non-Hispanic",15,Public,0.5125,-0.58,-0.96,-0.83,52.0443,Midwest,0.03,-0.3,-0.17,0.57,0.31,-0.33,0.25,0.16,6,6,-0.756600533275629,3.6,0.610525903413559,1
0,1,"White, non-Hispanic",15,Catholic or other private,0.7361,-0.44,-0.39,1.08,53.1225,South,1.76,1.31,0.95,0.66,0.91,-1.08,-0.05,0.61,6,10,-1.07943673528606,4.8,0.1367951355678803,0
0,1,"White, non-Hispanic",14,Public,1.2175,0.71,1.0,0.48,61.3197,West,-0.57,-2.3,0.1,-0.18,-1.57,-1.32,0.25,-1.0,10,6,-0.0038952538705391,5.6,0.01921444045595328,0
1,0,"Hispanic, race specified",17,Public,-0.9792,1.01,1.59,-3.72,38.683,West,0.6,-0.93,-0.69,-0.16,-0.33,-0.33,0.25,0.09,4,6,1.74787926113979,2.0,0.67068966480805,1
0,0,"White, non-Hispanic",14,Public,2.1601,0.1,-2.13,-0.32,64.4771,South,0.6,-1.96,1.62,-1.25,0.91,0.1,1.83,-0.58,10,10,-0.512408738098765,5.6,0.0835199343612852,0
0,1,"White, non-Hispanic",15,Public,-0.9597,1.01,-0.88,-1.32,32.533,Midwest,-1.73,-1.33,-0.17,0.19,-1.57,-1.93,-0.48,-2.22,4,3,0.932940476890927,3.0,0.8579576133912463,1
0,0,"White, non-Hispanic",14,Public,-0.0652,1.39,0.48,-0.22,52.1155,South,0.6,-0.3,-0.17,2.08,-0.33,-0.33,-0.05,0.21,8,10,-1.18646961067029,4.8,0.20251270500030336,0
0,1,"White, non-Hispanic",14,Public,0.4618,-0.09,-0.39,-1.58,49.2633,West,0.6,0.34,0.1,-0.18,2.15,-0.33,-0.16,0.93,2,6,0.0028669448406138,2.0,0.5792235653578895,1
0,0,"Black/African-American, non-Hispanic",14,Public,-1.2745,0.18,-0.39,-1.8,28.5359,Midwest,0.6,-0.3,0.1,0.55,-0.33,0.1,-0.05,0.21,2,8,1.91497348034451,2.0,0.9412699032699343,1
0,1,"White, non-Hispanic",14,Public,-0.7074,-1.49,-0.95,0.22,42.7946,Midwest,0.6,0.27,0.1,-0.29,-0.33,-0.33,1.83,-0.61,2,2,-0.512408738098765,2.0,0.9563740077253193,1
0,0,"Hispanic, no race specified",15,Public,-0.5396,1.39,0.4,-2.0,48.3872,West,0.0,-0.7,0.55,0.19,-0.33,-0.33,-0.89,-1.84,10,10,-0.519170936809918,4.8,0.02952966879178567,0
0,0,"White, non-Hispanic",14,Catholic or other private,0.8865,0.18,0.55,-0.99,60.8828,Midwest,0.03,0.67,-1.02,0.49,0.27,-0.47,-0.48,0.15,8,10,-0.512408738098765,5.6,0.20040214292525343,0
0,0,"White, non-Hispanic",14,Catholic or other private,-0.2085,-0.2,0.98,-0.6,41.9409,Northeast,-0.57,0.27,-1.41,-0.36,-1.57,0.15,-0.46,-0.23,8,6,-2.10167907159224,4.8,0.13495053884388555,0
0,0,"White, non-Hispanic",14,Public,0.3715,0.29,1.09,-1.76,52.952,Northeast,-0.57,1.31,-0.17,0.12,-0.33,1.69,-0.05,-1.47,10,6,0.851252863230919,4.2,0.2035546047930178,0
0,1,"White, non-Hispanic",16,Public,-0.3939,0.33,-2.81,-1.58,41.0171,South,-1.16,-2.94,-1.41,-1.98,0.27,0.1,-0.89,-0.23,6,2,0.725636924833609,3.0,0.6550297200995228,1
0,1,"White, non-Hispanic",15,Public,0.3158,-0.09,1.23,-0.4,60.8795,Northeast,1.76,0.9,-0.17,1.33,-0.33,-2.68,0.56,1.38,10,2,-0.182810337377185,4.2,0.1076425659456821,0
0,0,"Hispanic, race specified",14,Public,-0.4706,1.39,0.3,0.19,45.1239,Midwest,-1.73,-0.3,-1.71,-1.61,-0.33,-0.52,0.25,0.11,10,4,-0.16422727436411,3.0,0.32546463521675945,0
0,0,"White, non-Hispanic",15,Catholic or other private,0.9129,1.09,1.59,0.56,56.2869,Midwest,-0.53,-0.87,0.51,-0.29,-0.33,-1.5,-0.05,0.09,8,8,-1.342211593476,4.8,0.12633217858114673,0
0,0,"Hispanic, race specified",15,Public,-1.263,1.01,1.04,0.23,43.4717,Midwest,0.0,1.31,0.1,0.95,-0.97,-0.47,-0.9,-1.38,3,6,-0.775183596288704,4.8,0.5746231686875984,1
0,1,"Black/African-American, non-Hispanic",14,Public,-0.9303,0.14,0.85,-1.69,26.6308,Northeast,-1.73,-0.3,0.1,-0.16,-0.94,0.71,0.25,0.56,2,2,1.52531373580245,1.0,0.5092990154562513,1
0,1,"White, non-Hispanic",15,Catholic or other private,-0.0951,-0.88,0.84,0.4,31.4349,Midwest,0.03,-0.7,-1.41,-0.96,-0.33,-0.47,-2.19,-1.4,6,2,-1.59471241822544,4.2,0.5229824642221519,1
1,1,"Hispanic, race specified",15,Public,-0.9384,-0.58,0.7,-0.56,43.5932,West,0.6,1.31,0.1,0.49,-1.57,1.69,0.25,0.87,8,6,0.318940948139888,2.8,0.3311825580910954,0
0,1,"White, non-Hispanic",14,Public,-0.0678,-1.11,-0.04,-0.14,47.4409,Midwest,0.0,-0.7,0.1,-0.18,1.52,0.84,1.4,0.95,5,8,0.240296541306325,3.6,0.7401365266831849,1
0,0,"White, non-Hispanic",14,Public,0.0445,-1.38,0.98,1.0,52.8736,Northeast,-1.73,-0.7,-0.75,-0.66,-1.57,-0.47,0.25,-1.0,6,10,-0.912342516081333,4.2,0.1638552217349479,0
0,1,"Hispanic, race specified",14,Public,-0.3639,-0.2,-0.98,-2.65,35.6259,Northeast,0.6,1.31,-0.34,0.25,-1.57,-1.03,-1.02,-1.44,2,2,1.19895749298314,3.6,0.4184703025546408,0
0,0,"White, non-Hispanic",14,Public,1.0079,0.9,-0.04,-0.41,73.7038,Northeast,-1.13,-1.74,-0.58,-1.43,-0.94,-0.47,-0.05,-0.67,10,8,-1.8389042134023,5.6,0.01505391299277135,0
0,1,"White, non-Hispanic",14,Public,0.0203,0.63,-1.08,-0.57,52.3812,Northeast,0.0,-0.3,0.94,1.34,0.27,0.66,-0.05,1.32,6,4,1.09544465840778,2.4,0.3489990125888153,0
0,1,"Black/African-American, non-Hispanic",15,Public,-0.5541,0.96,1.59,-0.33,41.8435,South,0.6,1.31,0.49,1.72,-0.33,0.71,0.25,0.56,10,6,0.672337779724273,3.6,0.12559661774299508,0
0,1,"White, non-Hispanic",15,Public,-0.1399,-0.2,1.59,-1.52,40.2553,West,0.6,-0.3,0.1,0.19,0.91,1.69,0.67,1.38,6,10,-0.189572536088338,3.6,0.37823045429276475,0
0,0,"Black/African-American, non-Hispanic",14,Public,0.5086,1.09,1.0,0.17,53.2977,South,0.6,1.31,0.94,1.69,0.91,0.66,0.25,-0.56,8,8,-0.512408738098765,4.2,0.07967567607453707,0
0,1,"Black/African-American, non-Hispanic",15,Public,1.7055,-0.62,-0.39,-0.11,62.4759,Midwest,-1.73,-0.3,0.1,-1.51,-0.36,-0.33,0.25,0.56,10,10,-0.0825396607041021,4.0,0.038211205364911634,0
0,1,"White, non-Hispanic",14,Catholic or other private,0.1106,1.01,-0.61,0.31,50.0426,South,1.76,0.27,0.51,0.12,0.27,-0.28,0.25,-1.0,6,2,-1.59471241822544,4.8,0.19089746867212146,0
0,1,"Hispanic, no race specified",14,Public,-0.4635,0.1,-1.49,-1.3,30.405,West,-0.57,1.31,-0.17,-1.08,-0.33,0.71,-0.48,-1.83,2,2,-0.189572536088338,2.4,0.33124180382780144,0
0,1,"Black/African-American, non-Hispanic",14,Public,-0.269,0.63,-0.01,-0.17,46.379,West,1.76,0.9,1.34,2.08,1.52,-0.47,0.25,0.54,6,8,0.402800722823181,4.8,0.12124161002935167,0
1,1,"White, non-Hispanic",14,Public,0.505,0.63,-0.04,0.01,44.1402,South,0.03,-0.3,-0.56,-0.29,-0.33,1.69,-0.48,-0.28,6,2,0.2588796043194,3.0,0.37401437576698204,0
0,1,"White, non-Hispanic",14,Public,0.4466,-1.13,1.59,0.79,64.9126,South,-0.57,-1.33,0.1,0.55,0.27,0.71,1.1,0.86,10,8,-1.07943673528606,4.2,0.07278370358582556,0
0,0,"White, non-Hispanic",14,Public,0.3353,-0.28,-0.04,-0.16,50.7271,Midwest,1.16,0.9,1.62,2.08,-0.97,-0.89,0.25,0.16,6,8,-0.756600533275629,4.0,0.7463525086921972,1
1,0,"White, non-Hispanic",15,Catholic or other private,0.7456,0.71,-0.14,1.59,47.6899,Northeast,-1.13,-0.7,-1.29,-0.64,-0.33,-0.89,-1.21,0.54,6,8,-1.67180999419758,5.6,0.038159972962612344,0
0,0,"Black/African-American, non-Hispanic",15,Public,-1.7699,1.01,0.05,-0.23,61.2615,South,1.76,1.31,-0.17,0.44,0.27,-0.89,-0.05,1.38,6,10,0.503071399496264,5.6,0.25332702466982293,0
0,0,"White, non-Hispanic",14,Public,0.5503,-0.96,-0.95,-0.57,47.2075,Northeast,-1.73,-3.51,-2.92,-2.46,0.27,-1.5,-2.47,-1.05,2,4,0.811043530378325,0.0,0.5965019257716074,1
0,0,"White, non-Hispanic",14,Public,1.2025,1.39,0.84,1.3,50.5295,Midwest,1.16,0.27,-0.17,0.17,-0.33,-0.89,-0.36,-0.28,6,8,-1.67180999419758,4.0,0.3140982773826561,0
0,1,"White, non-Hispanic",15,Catholic or other private,1.9815,-0.14,0.21,0.77,66.2645,South,0.0,-0.3,0.1,-1.01,0.91,1.27,0.25,0.99,10,10,-1.07943673528606,4.2,0.019808626903180335,0
