X4EVERDROP,X1SEX,X1RACE,X1STAGE,X1CONTROL,X1SES_U,X1SCHOOLENG,X1SCHOOLBEL,X1SCHOOLCLI,X1TXMTSCOR,X1REGION,X1MTHID,X1MTHUTI,X1MTHEFF,X1MTHINT,X1SCIID,X1SCIUTI,X1SCIEFF,X1SCIINT,X1PAREDEXPCT,X1STUEDEXPCT,X1PROBLEM,S1MSCORE,y_pred_prob
0,1,"White, non-Hispanic",14,Public,-0.5681,0.71,-1.66,-2.48,61.1585,South,0.6,-0.7,-1.41,-0.66,0.27,0.1,1.83,0.49,8,6,0.936182634793202,5.6,0.37680554389953613
0,0,"Hispanic, race specified",15,Public,0.261,-1.05,-0.7,-0.31,50.1134,South,0.0,-0.7,-1.41,-1.38,0.91,0.28,-0.36,0.86,6,4,-0.923694752480353,2.0,0.6646135449409485
0,1,"White, non-Hispanic",15,Catholic or other private,1.3098,1.01,-0.04,1.25,60.6991,Midwest,-0.57,-0.7,-0.58,0.17,0.91,0.1,1.09,0.43,6,10,-2.10167907159224,3.6,0.1846657693386078
0,1,"White, non-Hispanic",15,Public,0.079,0.29,0.21,0.17,63.4381,South,-0.57,-0.13,0.51,0.49,0.27,1.69,-0.05,2.03,2,6,-0.493825675085691,3.6,0.5457496047019958
0,1,"White, non-Hispanic",14,Public,0.1797,1.01,0.21,0.24,63.8017,Midwest,1.76,0.27,0.49,0.85,2.15,0.23,1.53,0.53,6,8,-0.249633879908826,3.0,0.3043799102306366
0,0,"More than one race, non-Hispanic",15,Catholic or other private,-0.1119,1.39,1.59,1.23,51.7316,Midwest,0.0,1.31,1.62,0.86,-0.97,0.52,-0.46,0.54,10,8,-2.10167907159224,4.8,0.22866582870483398
0,1,"Hispanic, no race specified",14,Public,-0.4478,-1.55,-1.73,-0.5,28.5359,Midwest,-1.13,-1.1,-2.92,-1.68,-0.33,0.23,-0.48,0.16,5,2,-0.433764331265202,2.8,0.6846897602081299
0,0,"White, non-Hispanic",14,Catholic or other private,-0.6978,-0.81,-0.04,-0.72,41.625,West,-1.73,-0.3,-2.92,-1.11,0.91,0.1,-0.48,1.26,8,6,1.42504305912936,3.6,0.47246378660202026
0,1,"White, non-Hispanic",17,Public,0.0482,-1.79,-0.86,-2.91,51.6596,South,-0.6,0.27,0.1,-0.66,-0.33,-1.5,0.97,0.99,6,8,0.569894942027905,5.7,0.7875358462333679
0,0,"White, non-Hispanic",13,Public,-0.253,0.67,-0.39,0.14,54.0013,South,0.6,-0.3,-0.73,-0.48,2.15,0.1,-0.05,1.7,6,6,-0.493825675085691,3.6,0.33163541555404663
0,0,"Hispanic, race specified",14,Public,0.6482,0.96,1.59,-2.65,54.3689,Northeast,-0.57,-0.13,-0.17,-0.59,0.91,-0.33,1.42,1.34,6,8,2.17774833853445,3.6,0.30774110555648804
0,1,"Asian, non-Hispanic",14,Public,1.1817,-0.9,-0.67,0.17,50.9972,South,1.19,-0.3,0.36,0.17,2.15,1.69,1.83,2.03,10,10,-0.493825675085691,5.6,0.31050899624824524
0,1,"Hispanic, race specified",14,Public,-0.5311,1.39,-0.52,-1.45,41.2322,Northeast,-0.57,-0.07,-0.56,0.21,-0.33,0.1,-0.59,-0.23,6,2,0.988411783023547,2.8,0.5596569180488586
0,1,"Hispanic, race specified",14,Public,-0.2136,0.71,-0.04,0.28,47.2905,West,1.16,1.31,0.51,1.35,-0.33,1.27,-1.33,-1.0,4,2,0.0028669448406138,2.8,0.63910973072052
0,1,"White, non-Hispanic",15,Public,1.1343,1.39,1.59,-1.26,56.4105,West,1.76,1.31,1.62,1.69,2.15,1.69,1.83,2.03,8,8,0.91807640576256,5.6,0.28826984763145447
0,1,"Black/African-American, non-Hispanic",14,Public,0.0299,-3.08,-2.02,-2.03,38.5647,Northeast,-1.73,-3.51,-2.51,-1.68,-1.57,-3.1,-2.06,-1.44,6,2,-0.16422727436411,1.0,0.7004209756851196
0,1,"White, non-Hispanic",14,Public,0.2526,-0.2,0.43,-2.24,72.3202,Northeast,1.76,1.31,-0.3,1.34,2.15,1.69,1.83,1.31,10,8,-0.427002132554049,4.0,0.3423532247543335
0,1,"White, non-Hispanic",15,Public,1.3901,-0.28,-0.39,-0.34,73.2191,South,1.76,-1.1,-0.17,0.19,-1.57,0.1,-0.46,-1.07,8,6,-0.0639565976910279,4.8,0.3270651698112488
1,1,"More than one race, non-Hispanic",14,Public,-1.4461,-0.62,-0.39,-0.07,60.6284,South,-0.57,-0.3,0.1,0.49,-1.57,-0.47,-0.48,0.63,6,4,-0.796809866128223,3.0,0.49440398812294006
0,1,"White, non-Hispanic",14,Public,0.0495,-0.58,0.19,0.78,46.7875,South,-0.57,0.34,-1.41,-0.64,0.27,0.1,0.69,0.87,6,8,-0.493825675085691,3.6,0.4066435396671295
0,0,"Black/African-American, non-Hispanic",15,Public,-0.2487,0.23,0.21,-1.45,47.4855,Northeast,0.03,1.31,1.34,1.34,2.15,1.69,1.22,0.99,8,8,0.988411783023547,3.0,0.6473861336708069
0,0,"Black/African-American, non-Hispanic",14,Public,0.0604,0.96,-0.04,-0.46,47.3909,Midwest,1.16,1.31,-0.17,-0.98,0.31,0.23,-0.46,-0.28,10,10,0.247058740017478,3.0,0.36092907190322876
0,1,"Hispanic, no race specified",15,Public,-1.1401,-1.11,-0.95,-1.6,48.137,South,0.6,1.31,0.49,-0.18,-0.33,0.1,0.25,0.88,10,6,0.725636924833609,4.0,0.6480672359466553
0,0,"Hispanic, no race specified",15,Public,-0.1459,-0.15,-2.08,-0.05,44.2753,South,0.03,-1.9,-1.82,0.03,-0.33,-1.08,0.25,0.16,6,5,-0.493825675085691,2.4,0.6719588041305542
0,0,"Asian, non-Hispanic",14,Public,-0.714,0.63,-0.39,0.19,49.0959,Midwest,0.6,-0.13,-0.17,1.72,-0.33,-0.89,0.25,-0.35,8,6,-1.16484334083077,3.0,0.41849005222320557
0,0,"White, non-Hispanic",14,Public,1.2382,-0.2,0.78,0.19,51.4983,Midwest,0.6,0.9,0.1,0.49,-0.33,0.28,0.25,-1.0,8,10,-0.16422727436411,4.0,0.3366956412792206
1,1,"White, non-Hispanic",16,Public,1.043,-1.57,-1.2,-0.69,49.8319,Midwest,0.63,-1.74,-0.34,-0.96,-0.94,-1.32,-0.16,-1.38,4,4,-1.50930581268072,3.6,0.6873957514762878
0,1,"White, non-Hispanic",14,Public,0.0508,-0.2,-1.99,-1.19,50.7891,Midwest,1.76,1.31,1.62,0.66,-0.33,-1.5,-1.02,-2.22,6,4,-0.796809866128223,4.2,0.5705736875534058
0,1,"White, non-Hispanic",14,Public,-0.4518,-1.0,-0.39,-2.11,51.4258,Midwest,-0.57,-0.93,-0.3,-1.01,0.27,-0.33,0.25,0.54,2,7,-0.0825396607041021,3.6,0.5887318253517151
0,0,"White, non-Hispanic",14,Public,-1.1478,-0.88,-0.39,-1.66,49.4066,West,-1.73,-1.33,-1.41,-2.11,-0.33,-0.47,0.25,0.16,2,4,-0.189572536088338,2.0,0.7229002714157104
1,1,"Black/African-American, non-Hispanic",15,Public,-0.1232,-0.2,1.34,-1.27,28.7744,West,-0.57,-0.3,-0.17,-0.16,-1.57,-0.33,-0.16,-0.67,6,8,1.85139209571515,2.0,0.7413533926010132
0,0,"White, non-Hispanic",14,Public,0.1031,0.63,-0.12,1.14,54.1712,South,-1.13,0.27,0.1,-0.54,-0.33,-0.47,-0.48,-0.67,4,6,1.05523532555519,4.0,0.3984045088291168
0,1,"Hispanic, no race specified",14,Public,-0.3307,-0.45,-0.28,-0.44,47.6751,South,-0.57,1.31,0.1,0.01,0.91,0.84,-0.46,1.38,6,6,-0.427002132554049,4.2,0.48326507210731506
0,0,"Asian, non-Hispanic",14,Public,-1.364,1.01,1.59,-0.44,40.391,Midwest,-0.57,1.31,0.1,1.25,-0.33,1.69,0.25,1.38,8,10,1.15874816013055,2.0,0.588408887386322
0,0,"Hispanic, race specified",14,Public,-0.2855,1.39,-0.52,-2.11,49.569,South,0.6,-0.3,-0.17,-1.38,-0.33,-0.33,-0.16,-0.34,10,10,-0.211198805927857,5.6,0.32550960779190063
0,1,"White, non-Hispanic",14,Public,-0.2796,-0.14,-0.39,-0.07,45.002,South,1.16,0.9,0.51,0.57,-0.97,0.1,-0.05,0.16,4,2,-0.512408738098765,4.8,0.4785773456096649
0,0,"White, non-Hispanic",14,Public,-0.0511,1.01,1.04,-1.9,46.0464,South,-1.16,0.9,0.55,-0.24,0.91,1.27,1.53,1.32,10,8,1.52531373580245,3.0,0.42373383045196533
1,0,"Black/African-American, non-Hispanic",14,Public,-0.6491,-2.48,1.59,1.0,40.6124,South,1.76,-0.3,0.1,0.55,0.91,1.69,0.25,1.71,6,6,-0.493825675085691,4.0,0.5691275596618652
0,0,"White, non-Hispanic",14,Public,-0.3369,0.59,-0.39,-1.5,40.9521,South,-1.16,-0.3,-1.41,-0.66,-0.36,0.28,0.25,-0.3,8,10,0.240296541306325,0.0,0.6149173378944397
0,0,"White, non-Hispanic",14,Public,-0.2046,1.39,-0.04,-0.99,49.1475,Midwest,1.19,-0.3,-0.29,1.34,-0.33,0.52,-0.17,-0.21,4,2,0.635449536604727,3.0,0.5362093448638916
0,1,"Black/African-American, non-Hispanic",14,Public,0.3258,-2.95,-1.73,0.02,44.6469,Midwest,-1.73,-3.51,-1.68,-0.96,0.27,-1.03,0.22,0.16,10,2,0.509833598207417,3.6,0.39075741171836853
0,0,"White, non-Hispanic",14,Public,-1.2669,0.9,0.55,-0.32,39.5432,Northeast,-0.57,-0.93,-0.17,1.25,-0.33,0.15,0.25,0.93,8,2,-0.512408738098765,3.0,0.5032790899276733
0,0,"White, non-Hispanic",16,Catholic or other private,0.7491,1.39,-0.04,0.8,48.2196,Midwest,0.6,-0.3,0.1,0.93,0.91,-0.33,0.25,0.49,6,4,-1.18646961067029,3.0,0.3013884127140045
0,1,"White, non-Hispanic",15,Public,-0.2219,-1.79,-0.73,0.3,48.0058,South,0.0,-0.3,-1.41,-0.29,0.91,-0.33,-1.33,-0.67,8,4,-0.278022348459499,2.8,0.6688111424446106
0,1,"White, non-Hispanic",14,Catholic or other private,1.0927,-1.06,1.59,1.8,57.6375,South,1.76,-0.3,0.1,0.55,0.27,0.1,1.42,-0.56,10,10,-1.67180999419758,4.0,0.24522747099399567
0,0,"White, non-Hispanic",14,Public,-0.5687,1.01,0.52,-1.84,50.9018,South,0.6,-0.3,-0.85,-0.66,-0.94,0.1,-0.9,0.6,4,2,0.0732023221016011,3.0,0.46085986495018005
0,1,"White, non-Hispanic",14,Public,-0.2518,1.39,1.59,-0.93,34.6387,West,0.6,-0.3,0.78,1.6,-1.57,-1.5,1.09,-1.0,4,6,0.988411783023547,4.0,0.5324843525886536
0,0,"White, non-Hispanic",15,Public,-0.4289,0.33,0.3,-0.52,52.4599,Midwest,-0.57,1.31,-0.73,1.35,0.91,1.27,-0.05,0.16,6,6,-0.182810337377185,2.8,0.6141520738601685
0,0,"White, non-Hispanic",14,Catholic or other private,0.5574,-1.3,-2.04,1.19,39.0674,Midwest,-1.73,-3.51,-2.92,-1.98,-0.33,-1.88,-0.89,-2.59,6,8,-1.07943673528606,2.4,0.37445998191833496
0,1,"Hispanic, race specified",14,Catholic or other private,1.142,-1.79,0.65,0.74,41.8427,West,1.76,0.9,-0.29,-0.18,1.55,-1.45,-0.89,-1.83,8,2,-2.10167907159224,4.2,0.3430311381816864
0,0,"Asian, non-Hispanic",15,Public,-0.4351,0.96,0.45,0.32,53.7304,Midwest,0.03,-1.74,-0.56,-0.09,1.52,-0.33,0.25,0.82,6,10,-0.189572536088338,2.8,0.34215402603149414
0,1,"White, non-Hispanic",14,Public,0.7015,0.52,-0.04,-0.13,50.2965,South,-1.73,-0.3,-1.02,-0.66,0.27,0.1,-0.46,-0.23,6,8,-0.493825675085691,3.6,0.34260040521621704
0,0,"White, non-Hispanic",14,Catholic or other private,1.49,0.25,1.59,0.04,62.5941,Midwest,0.6,0.34,0.51,0.49,2.15,0.1,1.1,0.16,6,8,-1.342211593476,5.6,0.14471474289894104
0,1,"More than one race, non-Hispanic",14,Public,0.5656,-1.3,-1.17,0.0,49.6544,Midwest,-0.57,-0.3,0.66,0.56,-0.97,0.1,-0.05,-1.0,6,2,-0.512408738098765,1.2,0.5808200240135193
0,1,"Black/African-American, non-Hispanic",14,Public,0.6027,0.59,1.59,-0.34,53.0967,South,1.76,1.31,1.62,1.34,0.91,1.69,1.83,1.38,8,6,-0.0639565976910279,4.2,0.3485425114631653
0,0,"White, non-Hispanic",14,Public,-0.1648,0.59,1.26,-0.22,49.7321,South,1.76,1.31,1.34,0.85,0.27,1.69,0.67,-0.67,6,8,-1.18646961067029,4.8,0.3862802982330322
0,0,"Hispanic, race specified",14,Catholic or other private,-0.9088,1.39,1.59,1.52,39.496,South,-0.57,-0.3,-0.17,0.51,-1.57,0.1,-0.17,0.54,8,8,-1.67180999419758,2.4,0.32937565445899963
0,0,"White, non-Hispanic",15,Public,-0.5885,-0.53,0.73,-1.02,49.287,Northeast,-1.73,-2.37,-2.92,-0.91,0.27,0.71,1.12,0.99,2,4,1.95166277238823,1.0,0.776763916015625
0,1,"White, non-Hispanic",15,Public,-0.1505,0.59,-0.33,-1.48,57.8849,Northeast,-1.16,-0.3,0.1,0.87,-1.57,-1.37,-1.2,0.54,6,4,0.235706503618457,4.2,0.4195559620857239
0,1,"White, non-Hispanic",15,Public,0.5115,1.39,1.23,0.32,66.0644,Midwest,1.76,1.31,1.62,2.08,2.15,1.27,1.83,1.25,10,10,-0.249633879908826,5.6,0.22145487368106842
0,1,"White, non-Hispanic",14,Public,0.8705,-0.24,0.16,0.14,41.9809,South,-0.57,0.9,0.1,0.19,0.27,-0.47,1.83,-0.95,6,10,-0.756600533275629,3.6,0.48022857308387756
0,0,"White, non-Hispanic",14,Public,-0.4466,0.52,-0.37,-0.13,43.4602,South,-1.73,0.9,-1.41,-0.34,0.91,1.69,1.12,0.56,10,8,-0.493825675085691,2.4,0.48325639963150024
0,0,"White, non-Hispanic",14,Public,-0.232,-0.28,-0.54,-1.52,52.9482,West,-0.53,-1.33,-0.17,-0.94,0.91,1.69,0.25,0.16,8,4,0.283748032061195,1.4,0.6180241703987122
0,0,"Asian, non-Hispanic",15,Public,-0.6043,0.71,-0.34,-2.65,46.6346,Northeast,-1.73,-1.33,-2.92,-1.86,-1.57,-1.88,-2.05,-0.34,10,10,2.17774833853445,3.6,0.38696327805519104
0,0,"White, non-Hispanic",14,Public,0.1584,1.39,1.59,-0.28,60.5494,South,1.76,1.31,1.62,2.08,0.91,0.1,1.83,1.7,10,10,0.772608456397355,5.6,0.26498934626579285
0,0,"White, non-Hispanic",15,Public,0.628,0.63,-0.04,0.76,59.3128,Northeast,0.0,0.9,0.1,0.87,0.91,1.27,-0.05,0.54,10,10,-0.756600533275629,5.6,0.2972352206707001
0,1,"White, non-Hispanic",14,Catholic or other private,1.3668,1.39,1.59,0.53,68.1319,South,1.76,0.27,1.34,0.96,1.52,-0.52,1.12,-0.66,8,6,-1.50930581268072,5.6,0.1429709494113922
0,0,"Hispanic, race specified",14,Catholic or other private,0.3545,0.1,1.59,1.33,56.2731,Midwest,0.0,-1.33,-0.97,-0.66,-0.33,-0.47,0.25,-0.23,8,10,-1.77208067087066,5.6,0.16216376423835754
0,0,"White, non-Hispanic",14,Public,-0.0598,0.1,-0.64,-0.89,53.2094,Midwest,0.6,-0.3,-0.17,0.19,-0.33,0.1,-0.05,0.54,6,6,0.832669800217844,4.2,0.38086217641830444
0,1,"White, non-Hispanic",14,Public,0.8591,1.01,-0.98,-1.72,68.1148,West,0.6,1.31,-1.41,-1.49,0.91,-0.33,-1.33,-1.12,10,8,-0.493825675085691,5.6,0.2746100127696991
0,1,"White, non-Hispanic",15,Public,0.0948,-1.02,1.59,-0.89,38.7821,Midwest,-0.57,0.27,1.62,1.34,0.31,0.57,1.4,1.71,6,8,-0.110928129254775,2.8,0.6384119391441345
0,1,"White, non-Hispanic",15,Public,0.1297,0.96,-0.04,-1.26,52.857,Midwest,-0.57,-1.33,-0.29,-0.96,-0.97,-0.89,0.69,0.5,8,7,0.509833598207417,4.2,0.31622210144996643
0,1,"White, non-Hispanic",14,Public,1.112,-0.17,1.59,-0.15,63.3309,Midwest,0.6,-0.7,0.16,0.96,1.52,0.1,0.69,0.86,6,8,0.240296541306325,6.4,0.19326554238796234
0,0,"White, non-Hispanic",14,Public,0.5222,1.39,-0.37,-0.79,51.5825,Midwest,0.6,-0.7,0.1,1.72,-0.33,-1.5,-1.2,-1.05,6,4,1.03186327377842,5.6,0.290555477142334
0,1,"Black/African-American, non-Hispanic",14,Public,-0.3235,1.39,1.59,-0.26,54.1043,South,0.6,1.31,1.62,1.69,0.31,1.69,1.83,1.71,8,8,-1.01937539146557,1.0,0.44024407863616943
0,0,"Black/African-American, non-Hispanic",15,Public,-0.9912,0.23,0.35,-0.65,45.0956,South,0.6,1.31,-1.65,-1.01,0.27,0.71,-0.91,0.09,10,10,1.48510440294985,0.0,0.7198430895805359
0,1,"More than one race, non-Hispanic",15,Public,-0.1714,0.59,1.34,-0.38,39.2631,Northeast,-0.57,0.34,0.1,0.19,-0.33,-0.47,0.25,0.16,6,6,-1.67180999419758,1.4,0.6070627570152283
0,1,"Black/African-American, non-Hispanic",15,Public,0.4468,-0.32,1.04,0.14,59.4848,West,0.6,-0.13,1.62,-0.59,0.91,0.71,1.42,1.38,6,6,-0.756600533275629,4.0,0.38155224919319153
0,1,"Hispanic, race specified",15,Catholic or other private,0.0664,0.96,1.26,0.68,67.2567,Northeast,1.16,0.9,0.1,0.87,1.52,1.69,0.25,1.38,8,10,-1.08619893399721,5.6,0.20267915725708008
0,0,"White, non-Hispanic",14,Catholic or other private,1.1549,0.18,0.78,0.68,60.5782,Northeast,-1.73,-1.33,-1.41,0.19,-0.33,-0.47,-0.89,0.16,10,6,-1.08619893399721,0.0,0.2757490873336792
0,0,"Black/African-American, non-Hispanic",15,Public,-0.0116,-1.81,-0.39,-0.33,30.9501,West,-0.6,-2.87,-1.41,-1.56,-0.33,-0.2,0.25,-0.93,6,4,-0.189572536088338,1.0,0.8000995516777039
1,0,"More than one race, non-Hispanic",15,Public,0.0795,0.41,0.55,0.34,54.4282,Midwest,0.03,-1.1,-0.97,-1.49,-0.33,-0.33,0.25,-1.05,8,10,-1.50930581268072,4.2,0.30051541328430176
0,1,"White, non-Hispanic",14,Catholic or other private,0.6072,0.71,0.45,0.74,70.8318,South,0.6,-0.7,0.1,0.19,1.52,-0.33,0.25,1.71,10,8,-0.512408738098765,5.6,0.14612725377082825
0,0,"White, non-Hispanic",15,Public,0.7878,1.39,1.26,0.4,48.9779,South,0.6,0.9,0.1,-1.03,0.91,1.69,0.38,2.03,10,10,-1.26511401750386,4.8,0.2699780762195587
0,0,"Black/African-American, non-Hispanic",14,Public,0.9699,1.39,0.77,-0.81,44.8004,South,-0.57,0.27,0.1,0.51,-0.33,-0.52,-1.2,0.16,8,8,-0.756600533275629,4.8,0.28661197423934937
0,0,"Black/African-American, non-Hispanic",14,Public,0.638,1.39,0.23,-0.41,52.5419,South,-0.57,-1.5,-0.17,-0.16,0.91,-1.5,-0.05,0.16,10,10,1.03186327377842,5.6,0.22332055866718292
0,0,"More than one race, non-Hispanic",15,Public,0.0009,-2.47,-0.52,0.28,50.3936,West,0.03,-1.56,-0.73,-1.68,-0.94,-1.03,-1.33,1.38,10,6,0.140025864633243,1.2,0.665846049785614
0,1,"Black/African-American, non-Hispanic",15,Public,-0.3866,-0.2,-1.68,0.47,34.7691,South,0.6,0.34,0.1,-1.01,0.91,-0.89,0.56,1.38,6,4,0.755572224245704,3.6,0.7394683957099915
0,0,"White, non-Hispanic",14,Catholic or other private,0.8323,-0.77,1.34,-0.5,51.915,West,-0.57,-1.1,-0.97,-1.01,-0.33,-0.33,-0.89,-0.67,6,6,0.0799645208127539,3.6,0.31281545758247375
0,1,"Asian, non-Hispanic",15,Public,-0.082,-1.98,1.1,0.89,39.5432,South,0.6,-0.3,-1.02,0.19,-0.33,-1.08,-0.05,-0.61,6,6,-1.85748727641537,2.4,0.6414512395858765
0,1,"White, non-Hispanic",15,Public,0.3261,0.59,0.7,0.1,55.8883,South,0.03,1.31,0.22,0.12,1.52,1.69,0.68,2.03,8,10,-1.01937539146557,5.6,0.3046570420265198
0,1,"White, non-Hispanic",14,Public,0.0046,-1.68,0.4,0.13,50.2178,Midwest,0.0,-0.76,0.1,-1.68,0.91,0.66,1.83,1.32,6,6,-0.512408738098765,3.6,0.4044945538043976
0,1,"Black/African-American, non-Hispanic",14,Public,-0.0474,-0.05,-0.64,-0.23,41.9107,South,1.19,-1.56,0.22,0.19,-1.57,-1.45,0.97,-0.67,5,6,-0.756600533275629,2.4,0.5690109133720398
0,0,"More than one race, non-Hispanic",15,Public,-0.6832,0.25,-2.79,-0.44,34.7636,Midwest,-1.16,-1.33,-1.41,-1.33,-1.57,-3.1,-1.33,-2.26,10,2,-0.756600533275629,3.0,0.6282756328582764
1,1,"Asian, non-Hispanic",14,Public,-1.561,0.9,-0.04,-0.53,42.2562,West,-0.57,1.31,-0.58,-1.01,0.27,1.69,-0.49,0.28,6,4,-0.9169325537692,1.6,0.6636042594909668
0,0,"White, non-Hispanic",14,Public,1.1961,-0.58,-0.59,-0.46,51.5664,Midwest,-1.73,-0.87,-0.75,-0.29,0.91,-0.94,-1.33,-1.12,8,2,0.247058740017478,1.0,0.38685038685798645
0,1,"White, non-Hispanic",15,Public,-0.392,1.39,-0.39,-0.8,50.1812,Northeast,0.03,-0.3,0.1,0.57,-0.33,-0.94,0.25,0.16,2,2,0.503071399496264,3.6,0.6390655040740967
0,1,"Black/African-American, non-Hispanic",14,Public,-0.5602,-0.96,-0.39,1.0,57.8468,Northeast,-0.57,-1.33,1.62,-0.96,-0.33,-0.47,-0.05,-0.23,5,2,-0.386792799701455,4.0,0.4268011152744293
0,0,"Hispanic, race specified",15,Public,-0.1539,0.33,0.77,-0.68,61.1757,South,0.6,0.27,1.21,0.86,0.91,0.71,0.68,0.54,8,10,-0.0270683545714815,5.6,0.33517953753471375
0,0,"White, non-Hispanic",15,Public,0.0909,0.52,-1.08,-0.44,52.3133,West,-0.57,-0.3,0.1,-0.96,-0.33,-0.89,-1.33,-2.26,7,10,-0.493825675085691,4.8,0.4604814052581787
0,0,"White, non-Hispanic",14,Public,0.2852,-0.15,0.27,-1.18,55.4501,Midwest,0.56,-0.3,1.62,-0.09,0.31,-0.33,1.83,-2.22,10,10,-1.342211593476,2.4,0.38386788964271545
0,0,"Asian, non-Hispanic",14,Catholic or other private,0.5081,1.39,1.59,1.53,66.5505,Northeast,1.76,0.5,-0.17,0.17,1.55,1.69,1.42,2.03,10,10,-2.10167907159224,5.6,0.14392802119255066
0,1,"White, non-Hispanic",14,Public,-0.72,-1.13,-1.25,-0.39,34.9534,Midwest,-1.73,-0.3,-2.92,-0.96,1.52,1.69,1.1,1.71,6,10,-0.756600533275629,1.4,0.6817355751991272
0,1,"Hispanic, race specified",14,Catholic or other private,0.0603,-0.2,-0.16,1.37,56.8323,South,-1.16,-0.13,1.62,-1.43,-0.94,0.15,0.25,-1.07,8,8,-0.326731455880967,5.6,0.2959258556365967
0,0,"Asian, non-Hispanic",14,Public,-0.3482,0.96,1.26,-1.22,61.3578,South,1.16,1.31,0.1,1.69,0.91,1.27,0.25,0.54,10,10,1.6288265703778,5.6,0.3174067735671997
0,1,"White, non-Hispanic",14,Public,0.0089,-0.39,-0.73,-0.14,48.4835,South,-1.73,-1.33,-0.56,-1.01,-0.97,-0.89,-0.05,0.16,10,10,0.240296541306325,4.0,0.3796568512916565
0,0,"Amer. Indian/Alaska Native, non-Hispanic",14,Catholic or other private,-0.3055,1.39,1.59,1.76,42.4339,Northeast,1.16,1.31,1.62,0.96,-0.94,-0.28,0.58,-0.3,10,10,-1.40903513600764,4.0,0.29483187198638916
0,1,"White, non-Hispanic",15,Public,1.4627,-0.58,1.34,0.39,63.0419,Midwest,1.76,-0.3,0.1,0.55,0.91,0.1,0.25,0.55,8,10,-0.512408738098765,4.8,0.2303190380334854
0,1,"Black/African-American, non-Hispanic",15,Catholic or other private,-0.5554,-1.38,-3.14,0.7,46.2986,Midwest,0.03,-2.87,-2.92,-2.46,-0.33,-0.15,-0.48,-0.67,6,4,-2.10167907159224,3.6,0.5587562322616577
0,0,"White, non-Hispanic",15,Public,-0.6683,0.59,1.59,0.36,47.9012,South,-1.13,-0.3,-0.58,-1.38,-0.94,0.52,-0.46,0.16,6,8,-1.08619893399721,4.0,0.39754718542099
0,1,"White, non-Hispanic",16,Public,-0.3343,-0.66,-1.41,-1.84,51.9028,Midwest,-0.57,0.9,0.24,-0.27,0.91,1.27,-0.05,1.38,10,2,0.755572224245704,4.0,0.7104303240776062
0,1,"White, non-Hispanic",14,Catholic or other private,0.8959,0.18,1.59,0.86,56.2797,South,0.06,1.31,1.62,1.34,-1.57,1.69,1.83,1.7,6,8,-0.487063476374538,4.2,0.2883652150630951
0,1,"Asian, non-Hispanic",14,Public,1.6154,-1.18,-0.04,-0.66,65.8138,Northeast,0.6,0.9,-0.17,-0.64,-0.33,0.52,0.25,0.5,10,9,-1.40903513600764,7.6,0.24199344217777252
0,1,"White, non-Hispanic",15,Catholic or other private,0.4897,-1.81,-0.39,1.25,51.1346,South,-1.73,-0.3,0.94,-0.54,-0.94,0.1,0.69,-1.05,6,6,-1.07943673528606,4.2,0.3963750898838043
0,1,"More than one race, non-Hispanic",15,Public,1.7367,-0.69,-0.39,-1.3,42.2477,West,-1.73,-2.37,-0.17,-0.16,-1.57,-0.33,-0.91,-0.28,1,2,-0.189572536088338,1.4,0.747838020324707
0,1,"White, non-Hispanic",15,Catholic or other private,0.846,0.59,1.0,1.15,61.38,South,0.6,-2.37,0.1,0.56,-0.33,-0.89,-0.48,-0.67,6,10,-1.40903513600764,5.6,0.1714070737361908
0,0,"More than one race, non-Hispanic",14,Public,0.3616,-0.2,-1.68,-1.48,51.3662,West,1.19,-1.27,0.24,-0.56,-0.33,-0.89,-0.05,-1.44,7,8,0.869359092261561,2.0,0.5824030637741089
0,0,"White, non-Hispanic",14,Public,-0.1813,1.01,-0.14,-0.66,57.083,South,0.6,1.31,0.38,0.56,0.91,0.71,-0.05,0.55,6,8,0.402800722823181,3.6,0.3978184461593628
1,1,"White, non-Hispanic",15,Public,-0.4733,1.01,1.59,-2.11,46.5455,Midwest,-0.57,0.67,0.38,0.87,-0.33,0.1,-1.33,-1.38,3,2,0.832669800217844,4.2,0.6298078298568726
0,1,"Black/African-American, non-Hispanic",14,Public,-0.0019,0.1,0.98,0.3,49.5376,Midwest,-0.57,-0.76,-0.61,-0.18,-0.33,-1.08,-0.05,0.54,10,5,0.265641803030553,3.6,0.3100103437900543
1,0,"Hispanic, race specified",14,Public,0.2286,1.09,1.26,-1.13,50.3714,West,0.6,0.27,0.1,0.86,-0.94,1.27,0.25,0.21,6,8,1.26253887761251,6.4,0.34094709157943726
0,0,"Black/African-American, non-Hispanic",14,Public,-0.3667,-1.16,-0.04,-1.13,39.215,West,-0.57,0.9,-0.17,0.19,-0.33,0.1,-0.59,-0.67,8,2,1.26253887761251,3.6,0.6182556748390198
0,0,"Asian, non-Hispanic",14,Catholic or other private,1.4546,1.09,0.45,0.57,64.4879,South,-1.13,-0.3,-0.69,0.56,-0.33,-0.33,-0.9,-0.58,10,8,-1.07943673528606,5.6,0.1519525647163391
0,1,"Asian, non-Hispanic",15,Public,1.5904,1.39,1.04,-0.46,66.4785,Midwest,1.76,1.31,1.34,1.34,2.15,1.27,1.53,1.7,10,10,0.247058740017478,5.6,0.18870002031326294
